Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL,MarketStatus,TickSize,TickSizeRemark
275,1.250,20,0.030,+2.44,1.260,'7105,HCK CAPITAL GROUP BERHAD,23 Oct 2019,1.260,1.23,1.210,MAIN MARKET,1.230,s,PROPERTY,1.260,120,05:00PM,"4,172",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7105,MarketNoChange,3.0000000000000027,
276,25.400,3,0.160,+0.63,25.460,'3255,HEINEKEN MALAYSIA BERHAD,23 Oct 2019,25.540,25.3,25.040,MAIN MARKET,25.300,s,CONSUMER PRODUCTS & SERVICES,25.460,30,05:00PM,346,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3255,MarketNoChange,8.000000000000007,
277,1.070,138,-0.030,-2.73,1.070,'5028,HEITECH PADU BERHAD,23 Oct 2019,1.110,1.1,1.050,MAIN MARKET,1.100,s,TECHNOLOGY,1.080,150,05:00PM,"13,217",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5028,MarketNoChange,3.0000000000000027,
278,0.985,265,-0.005,-0.51,0.985,'5121,HEKTAR REAL ESTATE INVESTMENT TRUST,23 Oct 2019,1.000,0.99,0.985,MAIN MARKET,1.000,s,REAL ESTATE INVESTMENT TRUSTS,0.990,"6,010",05:00PM,"1,505",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5121,MarketGapUp,3.0000000000000027,
279,4.310,461,-0.030,-0.69,4.320,'4324,HENGYUAN REFINING COMPANY BERHAD,23 Oct 2019,4.350,4.35,4.310,MAIN MARKET,4.340,s,ENERGY,4.320,56,05:00PM,"2,811",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4324,MarketGapDown,1.9999999999999574,
280,0.530,60,-0.005,-0.93,0.530,'5095,HEVEABOARD BERHAD,23 Oct 2019,0.545,0.535,0.525,MAIN MARKET,0.540,s,INDUSTRIAL PRODUCTS & SERVICES,0.535,622,05:00PM,"4,859",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5095,MarketGapUp,2.0000000000000018,
281,0.695,1,0.000,0.00,0.695,'5151,HEXTAR GLOBAL BERHAD,23 Oct 2019,0.700,0.695,0.695,MAIN MARKET,0.695,s,INDUSTRIAL PRODUCTS & SERVICES,0.720,51,05:00PM,499,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5151,MarketNoChange,0.0,
282,0.770,239,0.000,0.00,0.770,'3298,HEXZA CORPORATION BERHAD,23 Oct 2019,0.770,0.77,0.770,MAIN MARKET,0.770,s,INDUSTRIAL PRODUCTS & SERVICES,0.775,90,05:00PM,349,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3298,MarketNoChange,0.0,
283,0.195,"4,742",0.000,0.00,0.195,'5072,HIAP TECK VENTURE BERHAD,23 Oct 2019,0.200,0.195,0.195,MAIN MARKET,0.195,s,INDUSTRIAL PRODUCTS & SERVICES,0.200,"9,884",05:00PM,"6,659",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5072,MarketNoChange,0.0,
284,0.940,324,0.010,+1.08,0.940,'5199,HIBISCUS PETROLEUM BERHAD,23 Oct 2019,0.955,0.93,0.930,MAIN MARKET,0.935,s,ENERGY,0.945,"2,161",05:00PM,"82,135",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5199,MarketGapUp,0.9999999999999787,
285,0.520,162,0.000,0.00,0.520,'8443,HIL INDUSTRIES BERHAD,23 Oct 2019,0.520,0.52,0.520,MAIN MARKET,0.520,s,INDUSTRIAL PRODUCTS & SERVICES,0.525,20,05:00PM,"1,238",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8443,MarketNoChange,0.0,
286,0.495,"5,459",0.000,0.00,0.500,'5169,HO HUP CONSTRUCTION COMPANY BHD,23 Oct 2019,0.500,0.5,0.495,MAIN MARKET,0.495,s,CONSTRUCTION,0.500,280,05:00PM,"4,403",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5169,MarketGapDown,0.0,OpenAndClosePriceMismatch
287,0.075,"5,175",0.000,0.00,0.075,'9601,HO WAH GENTING BERHAD,23 Oct 2019,0.075,0.075,0.075,MAIN MARKET,0.075,s,INDUSTRIAL PRODUCTS & SERVICES,0.080,"4,691",05:00PM,500,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9601,MarketNoChange,0.0,
288,0.605,1,-0.010,-1.63,0.605,'5165,HOCK HENG STONE INDUSTRIES BHD,23 Oct 2019,0.605,0.615,0.605,MAIN MARKET,0.605,s,INDUSTRIAL PRODUCTS & SERVICES,0.620,140,05:00PM,80,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5165,MarketGapDown,0.0,
289,1.330,36,-0.020,-1.48,1.330,'6238,HOCK SENG LEE BERHAD,23 Oct 2019,1.330,1.35,1.330,MAIN MARKET,1.330,s,CONSTRUCTION,1.370,355,05:00PM,144,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6238,MarketGapDown,0.0,
290,0.670,810,0.000,0.00,0.675,'5160,HOMERITZ CORPORATION BERHAD,23 Oct 2019,0.675,0.675,0.670,MAIN MARKET,0.670,s,CONSUMER PRODUCTS & SERVICES,0.675,"1,052",05:00PM,"2,404",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5160,MarketGapDown,0.0,OpenAndClosePriceMismatch
291,16.700,"3,654",-0.060,-0.36,16.700,'5819,HONG LEONG BANK BERHAD,23 Oct 2019,16.740,16.76,16.620,MAIN MARKET,16.680,s,FINANCIAL SERVICES,16.720,442,05:00PM,"9,322",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5819,MarketGapDown,0.9999999999999787,
292,-,-,0.000,0.00,-,'5274,HONG LEONG CAPITAL BERHAD,23 Oct 2019,-,9.6,-,MAIN MARKET,-,Ss,FINANCIAL SERVICES,-,-,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5274,MarketClosed,0.0,
293,16.460,77,-0.560,-3.29,16.460,'1082,HONG LEONG FINANCIAL GROUP BERHAD,23 Oct 2019,16.780,17.02,16.440,MAIN MARKET,16.580,s,FINANCIAL SERVICES,16.480,13,05:00PM,"1,529",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1082,MarketGapDown,5.999999999999872,
294,10.620,10,0.120,+1.13,10.700,'3301,HONG LEONG INDUSTRIES BERHAD,23 Oct 2019,10.700,10.58,10.600,MAIN MARKET,10.600,s,CONSUMER PRODUCTS & SERVICES,10.680,8,05:00PM,171,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3301,MarketGapUp,4.999999999999982,
295,0.370,522,-0.015,-3.90,0.370,'5291,HPMT HOLDINGS BERHAD,23 Oct 2019,0.380,0.385,0.370,MAIN MARKET,0.380,s,INDUSTRIAL PRODUCTS & SERVICES,0.375,327,05:00PM,"9,146",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5291,MarketGapDown,2.0000000000000018,
296,0.810,"7,235",0.000,0.00,0.810,'0185,HSS ENGINEERS BERHAD,23 Oct 2019,0.810,0.81,0.795,MAIN MARKET,0.810,s,INDUSTRIAL PRODUCTS & SERVICES,0.815,446,05:00PM,"4,732",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0185,MarketNoChange,0.0,
297,0.335,277,-0.005,-1.47,0.335,'5062,HUA YANG BERHAD,23 Oct 2019,0.340,0.34,0.335,MAIN MARKET,0.340,s,PROPERTY,0.340,"1,008",05:00PM,743,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5062,MarketNoChange,1.0000000000000009,
298,0.045,"36,320",0.000,0.00,0.050,'7013,HUBLINE BERHAD,23 Oct 2019,0.050,0.05,0.045,MAIN MARKET,0.045,s,TRANSPORTATION & LOGISTICS,0.050,"123,410",05:00PM,"4,420",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7013,MarketGapDown,0.0,OpenAndClosePriceMismatch
299,1.040,412,-0.010,-0.95,1.040,'5000,HUME INDUSTRIES BERHAD,23 Oct 2019,1.050,1.05,1.030,MAIN MARKET,1.050,s,INDUSTRIAL PRODUCTS & SERVICES,1.050,334,05:00PM,"4,708",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5000,MarketNoChange,1.0000000000000009,
300,0.905,886,-0.005,-0.55,0.905,'5024,HUP SENG INDUSTRIES BERHAD,23 Oct 2019,0.910,0.91,0.905,MAIN MARKET,0.910,s,CONSUMER PRODUCTS & SERVICES,0.910,150,05:00PM,931,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5024,MarketNoChange,1.0000000000000009,
301,0.245,"2,120",0.000,0.00,-,'8478,HWA TAI INDUSTRIES BERHAD,23 Oct 2019,-,0.26,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.260,18,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8478,MarketClosed,0.0,
302,0.240,"1,586",0.005,+2.04,0.250,'4251,I-BERHAD,23 Oct 2019,0.250,0.245,0.240,MAIN MARKET,0.250,s,PROPERTY,0.250,"4,778",05:00PM,"7,491",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4251,MarketGapUp,0.0,
303,0.525,208,0.045,+8.57,0.570,'5084,IBRACO BERHAD,23 Oct 2019,0.570,0.525,0.525,MAIN MARKET,0.525,s,PROPERTY,0.570,52,05:00PM,82,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5084,MarketNoChange,8.999999999999986,
304,2.410,"3,137",0.000,0.00,2.410,'5108,ICAPITAL.BIZ BERHAD,23 Oct 2019,2.420,2.41,2.410,MAIN MARKET,2.410,s,CLOSED END FUND,2.430,145,05:00PM,628,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5108,MarketNoChange,0.0,
305,0.035,"113,461",0.005,+14.29,0.040,'5255,ICON OFFSHORE BERHAD,23 Oct 2019,0.040,0.035,0.035,MAIN MARKET,0.035,s,ENERGY,0.040,"148,807",05:00PM,"37,893",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5255,MarketNoChange,0.9999999999999994,
306,0.320,"3,224",0.010,+3.17,0.325,'9113,ICONIC WORLDWIDE BERHAD,23 Oct 2019,0.330,0.315,0.320,MAIN MARKET,0.325,s,CONSUMER PRODUCTS & SERVICES,0.325,"2,187",05:00PM,"13,127",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9113,MarketGapUp,0.0,
307,1.340,98,-0.040,-2.90,1.340,'9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,23 Oct 2019,1.340,1.38,1.340,MAIN MARKET,1.340,s,PROPERTY,1.360,50,05:00PM,177,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9687,MarketGapDown,0.0,
308,2.720,104,0.040,+1.47,2.770,'5606,IGB BERHAD,23 Oct 2019,2.770,2.73,2.710,MAIN MARKET,2.710,s,PROPERTY,2.770,96,05:00PM,205,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5606,MarketGapDown,6.000000000000005,
309,1.960,491,0.020,+1.03,1.960,'5227,IGB REAL ESTATE INVESTMENT TRUST,23 Oct 2019,1.980,1.94,1.940,MAIN MARKET,1.940,s,REAL ESTATE INVESTMENT TRUSTS,1.970,200,05:00PM,"11,917",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5227,MarketNoChange,2.0000000000000018,
310,5.640,4,-0.050,-0.88,5.640,'5225,IHH HEALTHCARE BERHAD,23 Oct 2019,5.710,5.69,5.620,MAIN MARKET,5.690,s,HEALTH CARE,5.650,187,05:00PM,"38,319",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5225,MarketNoChange,5.000000000000071,
311,2.230,81,0.040,+1.82,2.240,'3336,IJM CORPORATION BERHAD,23 Oct 2019,2.240,2.2,2.180,MAIN MARKET,2.180,s,CONSTRUCTION,2.240,260,05:00PM,"9,649",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3336,MarketGapDown,6.000000000000005,
312,1.510,20,0.000,0.00,1.510,'2216,IJM PLANTATIONS BERHAD,23 Oct 2019,1.510,1.51,1.450,MAIN MARKET,1.490,s,PLANTATION,1.550,130,05:00PM,"2,816",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2216,MarketGapDown,0.0,OpenAndClosePriceMismatch
313,0.080,"46,628",0.000,0.00,0.085,'5268,IKHMAS JAYA GROUP BERHAD,23 Oct 2019,0.085,0.085,0.080,MAIN MARKET,0.085,s,CONSTRUCTION,0.085,"3,439",05:00PM,"10,233",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5268,MarketNoChange,0.0,
314,2.070,10,0.000,0.00,2.160,'7222,IMASPRO CORPORATION BERHAD,23 Oct 2019,2.160,2.16,2.150,MAIN MARKET,2.160,s,INDUSTRIAL PRODUCTS & SERVICES,2.180,354,05:00PM,"4,507",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7222,MarketNoChange,0.0,
315,0.020,"883,950",0.000,0.00,0.025,'7243,IMPIANA HOTELS BERHAD,23 Oct 2019,0.025,0.025,0.020,MAIN MARKET,0.025,s,CONSUMER PRODUCTS & SERVICES,0.025,"97,686",05:00PM,"16,890",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7243,MarketNoChange,0.0,
316,2.060,"26,996",-0.020,-0.96,2.060,'0166,INARI AMERTRON BERHAD,23 Oct 2019,2.090,2.08,2.050,MAIN MARKET,2.070,s,TECHNOLOGY,2.070,"1,036",05:00PM,"147,299",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0166,MarketGapDown,0.9999999999999787,
317,0.590,10,-0.005,-0.83,0.595,'2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,23 Oct 2019,0.600,0.6,0.590,MAIN MARKET,0.595,s,PLANTATION,0.595,120,05:00PM,120,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2607,MarketGapDown,0.0,
318,0.085,"1,262",0.000,0.00,-,'9393,INDUSTRONICS BERHAD,23 Oct 2019,-,0.085,-,MAIN MARKET,-,s,TECHNOLOGY,0.095,500,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9393,MarketClosed,0.0,
319,0.600,20,0.000,0.00,0.600,'6262,INNOPRISE PLANTATIONS BERHAD,23 Oct 2019,0.640,0.6,0.600,MAIN MARKET,0.640,s,PLANTATION,0.630,25,05:00PM,80,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6262,MarketGapUp,0.0,OpenAndClosePriceMismatch
320,0.840,"1,011",0.000,0.00,0.845,'3379,INSAS BERHAD,23 Oct 2019,0.855,0.845,0.835,MAIN MARKET,0.845,s,FINANCIAL SERVICES,0.845,152,05:00PM,"6,375",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3379,MarketNoChange,0.0,
321,0.260,"17,696",-0.005,-1.89,0.260,'0192,INTA BINA GROUP BERHAD,23 Oct 2019,0.265,0.265,0.260,MAIN MARKET,0.265,s,CONSTRUCTION,0.265,"3,994",05:00PM,"1,945",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0192,MarketNoChange,1.0000000000000009,
322,0.325,300,0.000,0.00,-,'5614,INTEGRATED LOGISTICS BHD,23 Oct 2019,-,0.33,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.370,305,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5614,MarketClosed,0.0,
323,4.270,424,-0.010,-0.23,4.280,'1961,IOI CORPORATION BERHAD,23 Oct 2019,4.290,4.29,4.250,MAIN MARKET,4.270,s,PLANTATION,4.280,"28,628",05:00PM,"6,689",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1961,MarketGapDown,1.0000000000000675,
324,1.060,"6,197",0.000,0.00,1.070,'5249,IOI PROPERTIES GROUP BERHAD,23 Oct 2019,1.090,1.07,1.050,MAIN MARKET,1.070,s,PROPERTY,1.070,7,05:00PM,"43,378",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5249,MarketNoChange,0.0,
325,0.325,650,0.000,0.00,-,'5673,IPMUDA BERHAD,23 Oct 2019,-,0.34,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.400,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5673,MarketClosed,0.0,
326,0.795,30,-0.010,-1.24,0.795,'5107,IQ GROUP HOLDINGS BERHAD,23 Oct 2019,0.830,0.805,0.795,MAIN MARKET,0.830,s,CONSUMER PRODUCTS & SERVICES,0.810,230,05:00PM,480,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5107,MarketGapUp,6.999999999999984,
327,0.100,730,0.000,0.00,0.100,'7183,IRE-TEX CORPORATION BERHAD,23 Oct 2019,0.100,0.1,0.095,MAIN MARKET,0.095,s,INDUSTRIAL PRODUCTS & SERVICES,0.105,"1,199",05:00PM,295,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7183,MarketGapDown,0.0,OpenAndClosePriceMismatch
328,0.440,200,0.000,0.00,-,'8834,IREKA CORPORATION BERHAD,23 Oct 2019,-,0.49,-,MAIN MARKET,-,s,CONSTRUCTION,0.480,179,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8834,MarketClosed,0.0,
329,0.905,"10,596",0.010,+1.11,0.910,'1589,ISKANDAR WATERFRONT CITY BERHAD,23 Oct 2019,0.920,0.9,0.895,MAIN MARKET,0.900,s,PROPERTY,0.910,"9,237",05:00PM,"163,757",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1589,MarketNoChange,2.0000000000000018,
330,0.180,60,0.005,+2.78,0.185,'5175,IVORY PROPERTIES GROUP BERHAD,23 Oct 2019,0.185,0.18,0.175,MAIN MARKET,0.180,s,PROPERTY,0.190,281,05:00PM,"2,649",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5175,MarketNoChange,1.0000000000000009,
331,1.100,30,0.000,0.00,-,'7043,JADE MARVEL GROUP BERHAD,23 Oct 2019,-,1.19,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.180,"1,000",05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7043,MarketClosed,0.0,
332,0.060,"1,239",0.000,0.00,0.065,'7223,JADI IMAGING HOLDINGS BERHAD,23 Oct 2019,0.065,0.065,0.055,MAIN MARKET,0.060,s,CONSUMER PRODUCTS & SERVICES,0.065,"49,743",05:00PM,"2,092",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7223,MarketGapDown,0.0,OpenAndClosePriceMismatch
333,0.940,900,0.000,0.00,0.945,'4723,JAKS RESOURCES BERHAD,23 Oct 2019,0.965,0.945,0.935,MAIN MARKET,0.950,s,CONSTRUCTION,0.945,147,05:00PM,"64,536",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4723,MarketGapUp,0.0,OpenAndClosePriceMismatch
334,0.100,"18,665",0.005,+5.00,0.105,'8648,JASA KITA BERHAD,23 Oct 2019,0.105,0.1,0.105,MAIN MARKET,0.105,s,INDUSTRIAL PRODUCTS & SERVICES,0.105,"3,153",05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8648,MarketGapUp,0.0,
335,0.470,163,-0.020,-4.08,0.470,'4383,JAYA TIASA HOLDINGS BHD,23 Oct 2019,0.495,0.49,0.470,MAIN MARKET,0.490,s,PLANTATION,0.480,100,05:00PM,"11,732",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4383,MarketNoChange,4.0000000000000036,
336,1.080,12,0.010,+0.93,1.090,'7152,JAYCORP BERHAD,23 Oct 2019,1.090,1.08,1.070,MAIN MARKET,1.080,s,CONSUMER PRODUCTS & SERVICES,1.090,6,05:00PM,475,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7152,MarketNoChange,1.0000000000000009,
337,1.460,50,0.000,0.00,1.460,'0058,JCBNEXT BERHAD,23 Oct 2019,1.460,1.46,1.460,MAIN MARKET,1.460,s,INDUSTRIAL PRODUCTS & SERVICES,1.480,70,05:00PM,385,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0058,MarketNoChange,0.0,
338,0.205,"8,538",0.000,0.00,0.205,'5161,JCY INTERNATIONAL BERHAD,23 Oct 2019,0.220,0.205,0.200,MAIN MARKET,0.210,s,TECHNOLOGY,0.210,"21,119",05:00PM,"219,934",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5161,MarketGapUp,0.0,OpenAndClosePriceMismatch
339,0.310,110,0.000,0.00,-,'8931,JERASIA CAPITAL BERHAD,23 Oct 2019,-,0.32,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.350,100,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8931,MarketClosed,0.0,
340,0.320,"1,396",-0.030,-8.57,0.320,'8923,JIANKUN INTERNATIONAL BERHAD,23 Oct 2019,0.320,0.35,0.320,MAIN MARKET,0.320,s,PROPERTY,0.330,20,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8923,MarketGapDown,0.0,
341,0.070,"95,757",-0.005,-6.25,0.075,'6769,JKG LAND BERHAD,23 Oct 2019,0.075,0.08,0.075,MAIN MARKET,0.075,s,PROPERTY,0.080,"36,969",05:00PM,"7,000",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6769,MarketGapDown,0.0,
342,0.070,85,0.000,0.00,0.070,'3441,JOHAN HOLDINGS BERHAD,23 Oct 2019,0.075,0.07,0.065,MAIN MARKET,0.065,s,FINANCIAL SERVICES,0.075,"1,125",05:00PM,300,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3441,MarketGapDown,0.0,OpenAndClosePriceMismatch
343,1.320,5,0.000,0.00,1.320,'7167,JOHORE TIN BERHAD,23 Oct 2019,1.330,1.32,1.320,MAIN MARKET,1.330,s,CONSUMER PRODUCTS & SERVICES,1.330,375,05:00PM,"1,477",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7167,MarketGapUp,0.0,OpenAndClosePriceMismatch
344,0.100,30,0.005,+5.26,0.100,'5172,K-STAR SPORTS LIMITED,23 Oct 2019,0.100,0.095,0.095,MAIN MARKET,0.095,s,CONSUMER PRODUCTS & SERVICES,0.105,"6,050",05:00PM,"22,170",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5172,MarketNoChange,1.0000000000000009,
345,0.415,300,-0.010,-2.35,0.415,'5192,K.SENG SENG CORPORATION BERHAD,23 Oct 2019,0.415,0.425,0.415,MAIN MARKET,0.415,s,INDUSTRIAL PRODUCTS & SERVICES,0.435,73,05:00PM,100,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5192,MarketGapDown,0.0,
346,0.265,20,0.000,0.00,-,'8672,KAMDAR GROUP (M) BERHAD,23 Oct 2019,-,0.275,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.300,116,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8672,MarketClosed,0.0,
347,0.105,"1,428,421",0.000,0.00,0.105,'3115,KARAMBUNAI CORP BHD,23 Oct 2019,0.110,0.105,0.105,MAIN MARKET,0.105,s,PROPERTY,0.110,"164,815",05:00PM,"25,279",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3115,MarketNoChange,0.0,
348,0.445,"2,502",0.005,+1.11,0.455,'5247,KAREX BERHAD,23 Oct 2019,0.460,0.45,0.450,MAIN MARKET,0.450,s,CONSUMER PRODUCTS & SERVICES,0.455,923,05:00PM,"7,897",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5247,MarketNoChange,1.0000000000000009,
349,0.125,"4,322",0.005,+4.00,0.130,'0054,KARYON INDUSTRIES BERHAD,23 Oct 2019,0.130,0.125,0.125,MAIN MARKET,0.130,s,INDUSTRIAL PRODUCTS & SERVICES,0.130,"2,037",05:00PM,"1,337",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0054,MarketGapUp,0.0,
350,1.310,933,-0.020,-1.50,1.310,'7216,KAWAN FOOD BERHAD,23 Oct 2019,1.350,1.33,1.310,MAIN MARKET,1.330,s,CONSUMER PRODUCTS & SERVICES,1.350,"1,247",05:00PM,158,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7216,MarketNoChange,2.0000000000000018,
