Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL,MarketStatus,TickSize,TickSizeRemark
425,3.120,117,-0.020,-0.63,3.160,'3794,MALAYAN CEMENT BERHAD,23 Oct 2019,3.220,3.18,3.120,MAIN MARKET,3.200,s,INDUSTRIAL PRODUCTS & SERVICES,3.200,5,05:00PM,437,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3794,MarketGapUp,4.0000000000000036,
426,0.680,675,0.005,+0.73,0.690,'3662,MALAYAN FLOUR MILLS BERHAD,23 Oct 2019,0.695,0.685,0.675,MAIN MARKET,0.685,s,CONSUMER PRODUCTS & SERVICES,0.690,"2,325",05:00PM,"25,201",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3662,MarketNoChange,0.9999999999999787,
427,0.200,20,0.000,0.00,0.200,'3891,MALAYAN UNITED INDUSTRIES BERHAD,23 Oct 2019,0.205,0.2,0.200,MAIN MARKET,0.200,s,CONSUMER PRODUCTS & SERVICES,0.205,"10,804",05:00PM,"2,650",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3891,MarketNoChange,0.0,
428,7.990,122,-0.200,-2.44,7.990,'5014,MALAYSIA AIRPORTS HOLDINGS BERHAD,23 Oct 2019,8.190,8.19,7.960,MAIN MARKET,8.190,s,TRANSPORTATION & LOGISTICS,8.000,573,05:00PM,"14,723",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5014,MarketNoChange,19.99999999999993,
429,0.885,7,0.005,+0.56,0.890,'1171,MALAYSIA BUILDING SOCIETY BERHAD,23 Oct 2019,0.900,0.885,0.880,MAIN MARKET,0.890,s,FINANCIAL SERVICES,0.890,"1,045",05:00PM,"15,987",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1171,MarketGapUp,0.0,
430,0.905,60,0.025,+2.82,0.910,'5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,23 Oct 2019,0.920,0.885,0.880,MAIN MARKET,0.895,s,ENERGY,0.910,"1,527",05:00PM,"7,966",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5186,MarketGapUp,3.0000000000000027,
431,0.090,"1,000",0.000,0.00,0.095,'6548,MALAYSIA PACIFIC CORPORATION BERHAD,23 Oct 2019,0.095,0.095,0.090,MAIN MARKET,0.090,s,PROPERTY,0.095,215,05:00PM,"2,697",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6548,MarketGapDown,0.0,OpenAndClosePriceMismatch
432,0.795,114,-0.005,-0.63,0.795,'5916,MALAYSIA SMELTING CORPORATION BERHAD,23 Oct 2019,0.800,0.8,0.795,MAIN MARKET,0.800,s,INDUSTRIAL PRODUCTS & SERVICES,0.810,100,05:00PM,940,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5916,MarketNoChange,1.0000000000000009,
433,0.365,"3,099",0.000,0.00,0.365,'5098,MALAYSIA STEEL WORKS (KL) BHD,23 Oct 2019,0.375,0.365,0.365,MAIN MARKET,0.365,s,INDUSTRIAL PRODUCTS & SERVICES,0.370,"1,755",05:00PM,"11,592",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5098,MarketNoChange,0.0,
434,0.635,656,-0.005,-0.78,0.640,'5077,MALAYSIAN BULK CARRIERS BERHAD,23 Oct 2019,0.655,0.645,0.635,MAIN MARKET,0.645,s,TRANSPORTATION & LOGISTICS,0.640,"1,054",05:00PM,"7,607",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5077,MarketNoChange,1.0000000000000009,
435,11.400,23,0.520,+4.78,11.400,'3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,23 Oct 2019,11.460,10.88,10.720,MAIN MARKET,10.720,s,TECHNOLOGY,11.420,4,05:00PM,"4,219",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3867,MarketGapDown,33.999999999999986,
436,0.720,"8,004",0.000,0.00,0.720,'1651,MALAYSIAN RESOURCES CORPORATION BERHAD,23 Oct 2019,0.725,0.72,0.715,MAIN MARKET,0.720,s,PROPERTY,0.725,"3,625",05:00PM,"33,440",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1651,MarketNoChange,0.0,
437,0.740,28,0.000,0.00,-,'4936,MALPAC HOLDINGS BERHAD,23 Oct 2019,-,0.74,-,MAIN MARKET,-,s,PLANTATION,-,-,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4936,MarketClosed,0.0,
438,0.495,645,0.020,+4.17,0.500,'6181,MALTON BERHAD,23 Oct 2019,0.505,0.48,0.470,MAIN MARKET,0.475,s,PROPERTY,0.500,"2,042",05:00PM,"54,687",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6181,MarketGapDown,5.000000000000004,
439,2.430,20,0.000,0.00,2.460,'1058,MANULIFE HOLDINGS BERHAD,23 Oct 2019,2.460,2.46,2.460,MAIN MARKET,2.460,s,FINANCIAL SERVICES,2.540,13,05:00PM,50,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1058,MarketNoChange,0.0,
440,0.110,"15,364",0.000,0.00,-,'3514,MARCO HOLDINGS BERHAD,23 Oct 2019,-,0.11,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.115,"3,953",05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3514,MarketClosed,0.0,
441,0.065,"1,200",0.000,0.00,0.065,'5078,MARINE & GENERAL BERHAD,23 Oct 2019,0.070,0.065,0.065,MAIN MARKET,0.070,s,TRANSPORTATION & LOGISTICS,0.075,"2,378",05:00PM,200,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5078,MarketGapUp,0.0,OpenAndClosePriceMismatch
442,1.630,945,0.110,+7.24,1.630,'7029,MASTER-PACK GROUP BERHAD,23 Oct 2019,1.640,1.52,1.540,MAIN MARKET,1.540,s,INDUSTRIAL PRODUCTS & SERVICES,1.640,"1,100",05:00PM,"14,208",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7029,MarketGapUp,8.999999999999986,
443,1.880,"2,047",0.000,0.00,1.880,'5236,MATRIX CONCEPTS HOLDINGS BERHAD,23 Oct 2019,1.900,1.88,1.880,MAIN MARKET,1.880,s,PROPERTY,1.890,3,05:00PM,532,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5236,MarketNoChange,0.0,
444,5.430,462,-0.010,-0.18,5.450,'6012,MAXIS BERHAD,23 Oct 2019,5.460,5.46,5.420,MAIN MARKET,5.460,s,TELECOMMUNICATIONS & MEDIA,5.450,331,05:00PM,"6,752",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6012,MarketNoChange,0.9999999999999787,
445,1.620,120,-0.010,-0.61,1.640,'7189,MB WORLD GROUP BERHAD,23 Oct 2019,1.640,1.65,1.640,MAIN MARKET,1.640,s,PROPERTY,1.650,24,05:00PM,10,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7189,MarketGapDown,0.0,
446,4.090,1,0.010,+0.25,4.090,'5983,MBM RESOURCES BHD,23 Oct 2019,4.100,4.08,4.050,MAIN MARKET,4.100,s,CONSUMER PRODUCTS & SERVICES,4.100,29,05:00PM,"3,035",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5983,MarketGapUp,0.9999999999999787,
447,0.500,205,0.000,0.00,-,'7004,MCE HOLDINGS BERHAD,23 Oct 2019,-,0.615,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.590,100,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7004,MarketClosed,0.0,
448,0.205,"2,329",-0.005,-2.33,0.210,'5182,MCT BERHAD,23 Oct 2019,0.215,0.215,0.205,MAIN MARKET,0.215,s,PROPERTY,0.210,"4,770",05:00PM,"12,560",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5182,MarketNoChange,1.0000000000000009,
449,0.165,"3,458",-0.005,-2.86,0.170,'5090,MEDIA CHINESE INTERNATIONAL LIMITED,23 Oct 2019,0.175,0.175,0.165,MAIN MARKET,0.175,s,TELECOMMUNICATIONS & MEDIA,0.170,"3,866",05:00PM,"15,150",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5090,MarketNoChange,0.9999999999999953,
450,0.370,"1,279",0.000,0.00,0.375,'4502,MEDIA PRIMA BERHAD,23 Oct 2019,0.385,0.375,0.370,MAIN MARKET,0.385,s,TELECOMMUNICATIONS & MEDIA,0.375,80,05:00PM,"1,904",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4502,MarketGapUp,0.0,OpenAndClosePriceMismatch
451,4.360,118,-0.050,-1.13,4.390,'3069,MEGA FIRST CORPORATION BERHAD,23 Oct 2019,4.450,4.44,4.340,MAIN MARKET,4.450,s,UTILITIES,4.400,116,05:00PM,"5,753",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3069,MarketGapUp,6.00000000000005,
452,0.390,60,0.020,+5.41,0.390,'5129,MELATI EHSAN HOLDINGS BERHAD,23 Oct 2019,0.390,0.37,0.390,MAIN MARKET,0.390,s,CONSTRUCTION,0.400,280,05:00PM,140,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5129,MarketGapUp,0.0,
453,0.135,153,0.010,+7.69,0.140,'3778,MELEWAR INDUSTRIAL GROUP BERHAD,23 Oct 2019,0.140,0.13,0.140,MAIN MARKET,0.140,s,INDUSTRIAL PRODUCTS & SERVICES,0.140,620,05:00PM,20,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3778,MarketGapUp,0.0,
454,0.305,"2,942",0.005,+1.61,0.315,'1694,MENANG CORPORATION (M) BERHAD,23 Oct 2019,0.335,0.31,0.300,MAIN MARKET,0.300,s,PROPERTY,0.315,98,05:00PM,345,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1694,MarketGapDown,3.0000000000000027,
455,0.550,5,0.000,0.00,-,'5223,MENTIGA CORPORATION BERHAD,23 Oct 2019,-,0.56,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.630,480,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5223,MarketClosed,0.0,
456,0.720,50,0.000,0.00,-,'8192,MERCURY INDUSTRIES BERHAD,23 Oct 2019,-,0.73,-,MAIN MARKET,-,s,CONSTRUCTION,0.780,200,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8192,MarketClosed,0.0,
457,0.935,50,0.000,0.00,-,'5006,MERGE ENERGY BHD,23 Oct 2019,-,0.925,-,MAIN MARKET,-,s,CONSTRUCTION,1.030,20,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5006,MarketClosed,0.0,
458,0.065,"72,355",-0.005,-7.14,0.065,'5040,MERIDIAN BERHAD,23 Oct 2019,0.070,0.07,0.065,MAIN MARKET,0.070,s,PROPERTY,0.070,"25,840",05:00PM,"7,202",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5040,MarketNoChange,1.0000000000000009,
459,0.485,4,-0.025,-4.90,0.485,'7234,MESB BERHAD,23 Oct 2019,0.530,0.51,0.450,MAIN MARKET,0.530,s,CONSUMER PRODUCTS & SERVICES,0.495,100,05:00PM,512,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7234,MarketGapUp,9.000000000000007,
460,1.030,62,0.000,0.00,1.040,'5011,MESINIAGA BERHAD,23 Oct 2019,1.040,1.04,1.030,MAIN MARKET,1.040,s,TECHNOLOGY,1.040,837,05:00PM,193,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5011,MarketNoChange,0.0,
461,1.450,12,0.000,0.00,-,'6149,METROD HOLDINGS BERHAD,23 Oct 2019,-,1.52,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.650,11,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6149,MarketClosed,0.0,
462,0.040,"214,272",-0.005,-10.00,0.045,'0043,METRONIC GLOBAL BERHAD,23 Oct 2019,0.050,0.05,0.040,MAIN MARKET,0.050,s,INDUSTRIAL PRODUCTS & SERVICES,0.045,"191,477",05:00PM,"260,364",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0043,MarketNoChange,1.0000000000000009,
463,0.620,250,0.005,+0.81,0.625,'7595,MGB BERHAD,23 Oct 2019,0.625,0.62,0.625,MAIN MARKET,0.625,s,CONSTRUCTION,0.625,420,05:00PM,20,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7595,MarketGapUp,0.0,
464,0.550,220,0.000,0.00,0.560,'5026,MHC PLANTATIONS BHD,23 Oct 2019,0.560,0.56,0.560,MAIN MARKET,0.560,s,PLANTATION,0.560,170,05:00PM,30,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5026,MarketNoChange,0.0,
465,2.390,155,0.020,+0.84,2.400,'5286,MI TECHNOVATION BERHAD,23 Oct 2019,2.420,2.38,2.360,MAIN MARKET,2.380,s,TECHNOLOGY,2.400,536,05:00PM,"5,917",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5286,MarketNoChange,2.0000000000000018,
466,0.280,951,-0.005,-1.72,0.285,'5001,MIECO CHIPBOARD BERHAD,23 Oct 2019,0.285,0.29,0.280,MAIN MARKET,0.285,s,INDUSTRIAL PRODUCTS & SERVICES,0.285,20,05:00PM,"3,384",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5001,MarketGapDown,0.0,
467,0.800,202,0.000,0.00,0.800,'7935,MILUX CORPORATION BERHAD,23 Oct 2019,0.800,0.8,0.800,MAIN MARKET,0.800,s,CONSUMER PRODUCTS & SERVICES,0.820,10,05:00PM,148,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7935,MarketNoChange,0.0,
468,0.070,"1,900",0.000,0.00,0.070,'5166,MINDA GLOBAL BERHAD,23 Oct 2019,0.070,0.07,0.070,MAIN MARKET,0.070,s,CONSUMER PRODUCTS & SERVICES,0.075,"1,400",05:00PM,"1,000",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5166,MarketNoChange,0.0,
469,0.075,"18,450",-0.005,-6.25,0.075,'7219,MINETECH RESOURCES BERHAD,23 Oct 2019,0.080,0.08,0.075,MAIN MARKET,0.075,s,INDUSTRIAL PRODUCTS & SERVICES,0.080,"36,735",05:00PM,"49,556",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7219,MarketGapDown,0.0,
470,0.250,"1,280",0.000,0.00,0.255,'5576,MINHO (M) BERHAD,23 Oct 2019,0.265,0.255,0.255,MAIN MARKET,0.255,s,INDUSTRIAL PRODUCTS & SERVICES,0.265,590,05:00PM,471,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5576,MarketNoChange,0.0,
471,1.310,449,0.000,0.00,1.310,'5886,MINTYE BERHAD,23 Oct 2019,1.310,1.31,1.310,MAIN MARKET,1.310,s,CONSUMER PRODUCTS & SERVICES,1.320,30,05:00PM,50,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5886,MarketNoChange,0.0,
472,8.270,60,0.050,+0.61,8.300,'3816,MISC BERHAD,23 Oct 2019,8.480,8.25,8.260,MAIN MARKET,8.320,s,TRANSPORTATION & LOGISTICS,8.300,"25,061",05:00PM,"83,372",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3816,MarketGapUp,1.9999999999999574,
473,0.265,290,0.000,0.00,0.265,'9571,MITRAJAYA HOLDINGS BERHAD,23 Oct 2019,0.275,0.265,0.265,MAIN MARKET,0.265,s,CONSTRUCTION,0.270,835,05:00PM,"4,035",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9571,MarketNoChange,0.0,
474,0.165,"2,152",0.000,0.00,0.170,'8893,MK LAND HOLDINGS BERHAD,23 Oct 2019,0.170,0.17,0.165,MAIN MARKET,0.165,s,PROPERTY,0.170,590,05:00PM,410,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8893,MarketGapDown,0.0,OpenAndClosePriceMismatch
475,1.200,"1,035",0.000,0.00,1.220,'6114,MKH BERHAD,23 Oct 2019,1.220,1.22,1.200,MAIN MARKET,1.200,s,PROPERTY,1.220,136,05:00PM,"2,350",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6114,MarketGapDown,0.0,OpenAndClosePriceMismatch
476,1.020,"3,205",-0.010,-0.97,1.020,'2194,MMC CORPORATION BERHAD,23 Oct 2019,1.040,1.03,1.020,MAIN MARKET,1.030,s,TRANSPORTATION & LOGISTICS,1.030,655,05:00PM,"12,738",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2194,MarketNoChange,1.0000000000000009,
477,0.805,989,-0.030,-3.57,0.810,'0113,MMS VENTURES BERHAD,23 Oct 2019,0.845,0.84,0.805,MAIN MARKET,0.840,s,TECHNOLOGY,0.810,21,05:00PM,"14,066",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0113,MarketNoChange,5.999999999999983,
478,1.140,367,-0.010,-0.87,1.140,'6459,MNRB HOLDINGS BERHAD,23 Oct 2019,1.150,1.15,1.140,MAIN MARKET,1.150,s,FINANCIAL SERVICES,1.150,300,05:00PM,"6,121",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6459,MarketNoChange,1.0000000000000009,
479,1.090,"1,100",-0.020,-1.79,1.100,'5237,MPHB CAPITAL BERHAD,23 Oct 2019,1.100,1.12,1.100,MAIN MARKET,1.100,s,FINANCIAL SERVICES,1.100,"1,060",05:00PM,"3,095",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5237,MarketGapDown,0.0,
480,1.000,716,0.000,0.00,1.000,'5123,MRCB-QUILL REIT,23 Oct 2019,1.000,1.0,1.000,MAIN MARKET,1.000,s,REAL ESTATE INVESTMENT TRUSTS,1.010,590,05:00PM,733,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5123,MarketNoChange,0.0,
481,0.165,"8,511",0.000,0.00,0.165,'0041,MSCM HOLDINGS BERHAD,23 Oct 2019,0.170,0.165,0.165,MAIN MARKET,0.170,s,TECHNOLOGY,0.175,"4,900",05:00PM,"2,022",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0041,MarketGapUp,0.0,OpenAndClosePriceMismatch
482,0.960,862,-0.005,-0.52,0.965,'5202,MSM MALAYSIA HOLDINGS BERHAD,23 Oct 2019,0.970,0.97,0.960,MAIN MARKET,0.965,s,CONSUMER PRODUCTS & SERVICES,0.965,353,05:00PM,"11,571",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5202,MarketGapDown,0.0,
483,0.155,610,0.000,0.00,-,'5924,MTD ACPI ENGINEERING BERHAD,23 Oct 2019,-,0.17,-,MAIN MARKET,-,s,CONSTRUCTION,0.170,221,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5924,MarketClosed,0.0,
484,1.180,20,0.010,+0.84,1.200,'5152,MUAR BAN LEE GROUP BERHAD,23 Oct 2019,1.200,1.19,1.140,MAIN MARKET,1.150,s,INDUSTRIAL PRODUCTS & SERVICES,1.190,10,05:00PM,860,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5152,MarketGapDown,5.000000000000004,
485,1.580,82,0.030,+1.92,1.590,'3883,MUDA HOLDINGS BERHAD,23 Oct 2019,1.590,1.56,1.560,MAIN MARKET,1.560,s,INDUSTRIAL PRODUCTS & SERVICES,1.590,80,05:00PM,458,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3883,MarketNoChange,3.0000000000000027,
486,0.185,658,0.000,0.00,0.185,'5085,MUDAJAYA GROUP BERHAD,23 Oct 2019,0.185,0.185,0.185,MAIN MARKET,0.185,s,CONSTRUCTION,0.190,202,05:00PM,"1,963",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5085,MarketNoChange,0.0,
487,2.300,385,-0.050,-2.12,2.310,'5703,MUHIBBAH ENGINEERING (M) BHD,23 Oct 2019,2.370,2.36,2.310,MAIN MARKET,2.370,s,CONSTRUCTION,2.310,9,05:00PM,"3,237",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5703,MarketGapUp,6.000000000000005,
488,0.175,"12,803",-0.005,-2.78,0.175,'3913,MUI PROPERTIES BERHAD,23 Oct 2019,0.185,0.18,0.175,MAIN MARKET,0.180,s,PROPERTY,0.180,"4,224",05:00PM,"18,047",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3913,MarketNoChange,1.0000000000000009,
489,1.920,33,-0.020,-1.03,1.920,'3905,MULPHA INTERNATIONAL BERHAD,23 Oct 2019,1.990,1.94,1.920,MAIN MARKET,1.960,s,CONSUMER PRODUCTS & SERVICES,1.950,65,05:00PM,"1,250",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3905,MarketGapUp,4.0000000000000036,
490,0.005,"78,948",0.000,0.00,0.010,'5150,MULTI SPORTS HOLDINGS LTD,23 Oct 2019,0.010,0.01,0.005,MAIN MARKET,0.005,s,CONSUMER PRODUCTS & SERVICES,0.010,"27,506",05:00PM,"47,056",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5150,MarketGapDown,0.0,OpenAndClosePriceMismatch
491,0.350,100,0.000,0.00,-,'9539,MULTI-USAGE HOLDINGS BERHAD,23 Oct 2019,-,0.36,-,MAIN MARKET,-,s,PROPERTY,0.390,120,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9539,MarketClosed,0.0,
492,1.180,"16,422",-0.050,-4.03,1.190,'0138,MY E.G. SERVICES BERHAD,23 Oct 2019,1.240,1.24,1.170,MAIN MARKET,1.240,s,TECHNOLOGY,1.190,"21,990",05:00PM,"350,927",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0138,MarketNoChange,5.000000000000004,
493,0.260,768,0.000,0.00,0.260,'5087,MYCRON STEEL BERHAD,23 Oct 2019,0.265,0.26,0.260,MAIN MARKET,0.265,s,INDUSTRIAL PRODUCTS & SERVICES,0.265,575,05:00PM,"1,175",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5087,MarketGapUp,0.0,OpenAndClosePriceMismatch
494,1.310,450,0.000,0.00,-,'5275,MYNEWS HOLDINGS BERHAD,23 Oct 2019,-,1.34,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,1.350,450,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5275,MarketClosed,0.0,
495,0.960,28,0.000,0.00,0.960,'5073,NAIM HOLDINGS BERHAD,23 Oct 2019,0.970,0.96,0.955,MAIN MARKET,0.955,s,PROPERTY,0.965,759,05:00PM,"17,031",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5073,MarketGapDown,0.0,OpenAndClosePriceMismatch
496,0.135,120,0.000,0.00,-,'9806,NATIONWIDE EXPRESS HOLDINGS BERHAD,23 Oct 2019,-,0.18,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,0.180,702,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9806,MarketClosed,0.0,
497,3.360,2,0.050,+1.50,3.380,'2038,NEGRI SEMBILAN OIL PALMS BERHAD,23 Oct 2019,3.380,3.33,3.340,MAIN MARKET,3.340,s,PLANTATION,3.450,13,05:00PM,42,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2038,MarketGapUp,4.0000000000000036,
498,144.000,105,-0.100,-0.07,144.200,'4707,NESTLE (MALAYSIA) BERHAD,23 Oct 2019,144.500,144.3,143.800,MAIN MARKET,144.400,s,CONSUMER PRODUCTS & SERVICES,144.200,241,05:00PM,404,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4707,MarketGapUp,2.0000000000001705,
499,2.690,79,-0.010,-0.37,2.690,'7060,NEW HOONG FATT HOLDINGS BERHAD,23 Oct 2019,2.750,2.7,2.690,MAIN MARKET,2.690,s,CONSUMER PRODUCTS & SERVICES,2.750,82,05:00PM,33,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7060,MarketGapDown,0.0,
500,0.385,"1,847",0.000,0.00,0.390,'7241,NEXTGREEN GLOBAL BERHAD,23 Oct 2019,0.395,0.39,0.385,MAIN MARKET,0.390,s,INDUSTRIAL PRODUCTS & SERVICES,0.390,"4,684",05:00PM,"14,834",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7241,MarketNoChange,0.0,
501,0.160,"5,663",0.000,0.00,0.165,'7215,NI HSIN RESOURCES BERHAD,23 Oct 2019,0.170,0.165,0.160,MAIN MARKET,0.165,s,CONSUMER PRODUCTS & SERVICES,0.165,"1,278",05:00PM,992,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7215,MarketNoChange,0.0,
502,0.045,"7,930",0.000,0.00,0.050,'7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,23 Oct 2019,0.050,0.05,0.045,MAIN MARKET,0.045,s,CONSUMER PRODUCTS & SERVICES,0.050,"9,736",05:00PM,"1,230",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7139,MarketGapDown,0.0,OpenAndClosePriceMismatch
503,0.745,95,-0.005,-0.67,0.745,'0083,NOTION VTEC BERHAD,23 Oct 2019,0.765,0.75,0.745,MAIN MARKET,0.755,s,TECHNOLOGY,0.750,648,05:00PM,"15,047",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0083,MarketGapUp,2.0000000000000018,
504,1.700,30,0.000,0.00,-,'5047,NPC RESOURCES BERHAD,23 Oct 2019,-,1.88,-,MAIN MARKET,-,s,PLANTATION,1.880,50,05:00PM,0,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5047,MarketClosed,0.0,
