,Date,Status,Day
3792,20090527,Open,Wednesday
3793,20090528,Open,Thursday
3794,20090529,Open,Friday
3795,20090601,Open,Monday
3796,20090602,Open,Tuesday
3797,20090603,Open,Wednesday
3798,20090604,Open,Thursday
3799,20090605,Open,Friday
3800,20090608,Open,Monday
3801,20090609,Open,Tuesday
3802,20090610,Open,Wednesday
3803,20090611,Open,Thursday
3804,20090612,Open,Friday
3805,20090615,Open,Monday
3806,20090616,Open,Tuesday
3807,20090617,Open,Wednesday
3808,20090618,Open,Thursday
3809,20090619,Open,Friday
3810,20090622,Open,Monday
3811,20090623,Open,Tuesday
3812,20090624,Open,Wednesday
3813,20090625,Open,Thursday
3814,20090626,Open,Friday
3815,20090629,Open,Monday
3816,20090630,Open,Tuesday
3817,20090701,Open,Wednesday
3818,20090702,Open,Thursday
3819,20090703,Open,Friday
3820,20090706,Open,Monday
3821,20090707,Open,Tuesday
3822,20090708,Open,Wednesday
3823,20090709,Open,Thursday
3824,20090710,Open,Friday
3825,20090713,Open,Monday
3826,20090714,Open,Tuesday
3827,20090715,Open,Wednesday
3828,20090716,Open,Thursday
3829,20090717,Open,Friday
3830,20090720,Open,Monday
3831,20090721,Open,Tuesday
3832,20090722,Open,Wednesday
3833,20090723,Open,Thursday
3834,20090724,Open,Friday
3835,20090727,Open,Monday
3836,20090728,Open,Tuesday
3837,20090729,Open,Wednesday
3838,20090730,Open,Thursday
3839,20090731,Open,Friday
3840,20090803,Open,Monday
3841,20090804,Open,Tuesday
3842,20090805,Open,Wednesday
3843,20090806,Open,Thursday
3844,20090807,Open,Friday
3845,20090810,Open,Monday
3846,20090811,Open,Tuesday
3847,20090812,Open,Wednesday
3848,20090813,Open,Thursday
3849,20090814,Open,Friday
3850,20090817,Open,Monday
3851,20090818,Open,Tuesday
3852,20090819,Open,Wednesday
3853,20090820,Open,Thursday
3854,20090821,Open,Friday
3855,20090824,Open,Monday
3856,20090825,Open,Tuesday
3857,20090826,Open,Wednesday
3858,20090827,Open,Thursday
3859,20090828,Open,Friday
3860,20090901,Open,Tuesday
3861,20090902,Open,Wednesday
3862,20090903,Open,Thursday
3863,20090904,Open,Friday
3864,20090907,Open,Monday
3865,20090908,Open,Tuesday
3866,20090909,Open,Wednesday
3867,20090910,Open,Thursday
3868,20090911,Open,Friday
3869,20090914,Open,Monday
3870,20090915,Open,Tuesday
3871,20090916,Open,Wednesday
3872,20090917,Open,Thursday
3873,20090918,Open,Friday
3874,20090923,Open,Wednesday
3875,20090924,Open,Thursday
3876,20090925,Open,Friday
3877,20090928,Open,Monday
3878,20090929,Open,Tuesday
3879,20090930,Open,Wednesday
3880,20091001,Open,Thursday
3881,20091002,Open,Friday
3882,20091005,Open,Monday
3883,20091006,Open,Tuesday
3884,20091007,Open,Wednesday
3885,20091008,Open,Thursday
3886,20091009,Open,Friday
3887,20091012,Open,Monday
3888,20091013,Open,Tuesday
3889,20091014,Open,Wednesday
3890,20091015,Open,Thursday
3891,20091016,Open,Friday
3892,20091019,Open,Monday
3893,20091020,Open,Tuesday
3894,20091021,Open,Wednesday
3895,20091022,Open,Thursday
3896,20091023,Open,Friday
3897,20091026,Open,Monday
3898,20091027,Open,Tuesday
3899,20091028,Open,Wednesday
3900,20091029,Open,Thursday
3901,20091030,Open,Friday
3902,20091102,Open,Monday
3903,20091103,Open,Tuesday
3904,20091104,Open,Wednesday
3905,20091105,Open,Thursday
3906,20091106,Open,Friday
3907,20091109,Open,Monday
3908,20091110,Open,Tuesday
3909,20091111,Open,Wednesday
3910,20091112,Open,Thursday
3911,20091113,Open,Friday
3912,20091116,Open,Monday
3913,20091117,Open,Tuesday
3914,20091118,Open,Wednesday
3915,20091119,Open,Thursday
3916,20091120,Open,Friday
3917,20091123,Open,Monday
3918,20091124,Open,Tuesday
3919,20091125,Open,Wednesday
3920,20091126,Open,Thursday
3921,20091130,Open,Monday
3922,20091201,Open,Tuesday
3923,20091202,Open,Wednesday
3924,20091203,Open,Thursday
3925,20091204,Open,Friday
3926,20091207,Open,Monday
3927,20091208,Open,Tuesday
3928,20091209,Open,Wednesday
3929,20091210,Open,Thursday
3930,20091211,Open,Friday
3931,20091214,Open,Monday
3932,20091215,Open,Tuesday
3933,20091216,Open,Wednesday
3934,20091217,Open,Thursday
3935,20091221,Open,Monday
3936,20091222,Open,Tuesday
3937,20091223,Open,Wednesday
3938,20091224,Open,Thursday
3939,20091228,Open,Monday
3940,20091229,Open,Tuesday
3941,20091230,Open,Wednesday
3942,20091231,Open,Thursday
3943,20100104,Open,Monday
3944,20100105,Open,Tuesday
3945,20100106,Open,Wednesday
3946,20100107,Open,Thursday
3947,20100108,Open,Friday
3948,20100111,Open,Monday
3949,20100112,Open,Tuesday
3950,20100113,Open,Wednesday
3951,20100114,Open,Thursday
3952,20100115,Open,Friday
3953,20100118,Open,Monday
3954,20100119,Open,Tuesday
3955,20100120,Open,Wednesday
3956,20100121,Open,Thursday
3957,20100122,Open,Friday
3958,20100125,Open,Monday
3959,20100126,Open,Tuesday
3960,20100127,Open,Wednesday
3961,20100128,Open,Thursday
3962,20100129,Open,Friday
3963,20100202,Open,Tuesday
3964,20100203,Open,Wednesday
3965,20100204,Open,Thursday
3966,20100205,Open,Friday
3967,20100208,Open,Monday
3968,20100209,Open,Tuesday
3969,20100210,Open,Wednesday
3970,20100211,Open,Thursday
3971,20100212,Open,Friday
3972,20100217,Open,Wednesday
3973,20100218,Open,Thursday
3974,20100219,Open,Friday
3975,20100222,Open,Monday
3976,20100223,Open,Tuesday
3977,20100224,Open,Wednesday
3978,20100225,Open,Thursday
3979,20100301,Open,Monday
3980,20100302,Open,Tuesday
3981,20100303,Open,Wednesday
3982,20100304,Open,Thursday
3983,20100305,Open,Friday
3984,20100308,Open,Monday
3985,20100309,Open,Tuesday
3986,20100310,Open,Wednesday
3987,20100311,Open,Thursday
3988,20100312,Open,Friday
3989,20100315,Open,Monday
3990,20100316,Open,Tuesday
3991,20100317,Open,Wednesday
3992,20100318,Open,Thursday
3993,20100319,Open,Friday
3994,20100322,Open,Monday
3995,20100323,Open,Tuesday
3996,20100324,Open,Wednesday
3997,20100325,Open,Thursday
3998,20100326,Open,Friday
3999,20100329,Open,Monday
4000,20100330,Open,Tuesday
4001,20100331,Open,Wednesday
4002,20100401,Open,Thursday
4003,20100402,Open,Friday
4004,20100405,Open,Monday
4005,20100406,Open,Tuesday
4006,20100407,Open,Wednesday
4007,20100408,Open,Thursday
4008,20100409,Open,Friday
4009,20100412,Open,Monday
4010,20100413,Open,Tuesday
4011,20100414,Open,Wednesday
4012,20100415,Open,Thursday
4013,20100416,Open,Friday
4014,20100419,Open,Monday
4015,20100420,Open,Tuesday
4016,20100421,Open,Wednesday
4017,20100422,Open,Thursday
4018,20100423,Open,Friday
4019,20100426,Open,Monday
4020,20100427,Open,Tuesday
4021,20100428,Open,Wednesday
4022,20100429,Open,Thursday
4023,20100430,Open,Friday
4024,20100503,Open,Monday
4025,20100504,Open,Tuesday
4026,20100505,Open,Wednesday
4027,20100506,Open,Thursday
4028,20100507,Open,Friday
4029,20100510,Open,Monday
4030,20100511,Open,Tuesday
4031,20100512,Open,Wednesday
4032,20100513,Open,Thursday
4033,20100514,Open,Friday
4034,20100517,Open,Monday
4035,20100518,Open,Tuesday
4036,20100519,Open,Wednesday
4037,20100520,Open,Thursday
4038,20100521,Open,Friday
4039,20100524,Open,Monday
4040,20100525,Open,Tuesday
4041,20100526,Open,Wednesday
4042,20100527,Open,Thursday
4043,20100531,Open,Monday
4044,20100601,Open,Tuesday
4045,20100602,Open,Wednesday
4046,20100603,Open,Thursday
4047,20100604,Open,Friday
4048,20100607,Open,Monday
4049,20100608,Open,Tuesday
4050,20100609,Open,Wednesday
4051,20100610,Open,Thursday
4052,20100611,Open,Friday
4053,20100614,Open,Monday
4054,20100615,Open,Tuesday
4055,20100616,Open,Wednesday
4056,20100617,Open,Thursday
4057,20100618,Open,Friday
4058,20100621,Open,Monday
4059,20100622,Open,Tuesday
4060,20100623,Open,Wednesday
4061,20100624,Open,Thursday
4062,20100625,Open,Friday
4063,20100628,Open,Monday
4064,20100629,Open,Tuesday
4065,20100630,Open,Wednesday
4066,20100701,Open,Thursday
4067,20100702,Open,Friday
4068,20100705,Open,Monday
4069,20100706,Open,Tuesday
4070,20100707,Open,Wednesday
4071,20100708,Open,Thursday
4072,20100709,Open,Friday
4073,20100712,Open,Monday
4074,20100713,Open,Tuesday
4075,20100714,Open,Wednesday
4076,20100715,Open,Thursday
4077,20100716,Open,Friday
4078,20100719,Open,Monday
4079,20100720,Open,Tuesday
4080,20100721,Open,Wednesday
4081,20100722,Open,Thursday
4082,20100723,Open,Friday
4083,20100726,Open,Monday
4084,20100727,Open,Tuesday
4085,20100728,Open,Wednesday
4086,20100729,Open,Thursday
4087,20100730,Open,Friday
4088,20100802,Open,Monday
4089,20100803,Open,Tuesday
4090,20100804,Open,Wednesday
4091,20100805,Open,Thursday
4092,20100806,Open,Friday
4093,20100809,Open,Monday
4094,20100810,Open,Tuesday
4095,20100811,Open,Wednesday
4096,20100812,Open,Thursday
4097,20100813,Open,Friday
4098,20100816,Open,Monday
4099,20100817,Open,Tuesday
4100,20100818,Open,Wednesday
4101,20100819,Open,Thursday
4102,20100820,Open,Friday
4103,20100823,Open,Monday
4104,20100824,Open,Tuesday
4105,20100825,Open,Wednesday
4106,20100826,Open,Thursday
4107,20100827,Open,Friday
4108,20100830,Open,Monday
4109,20100901,Open,Wednesday
4110,20100902,Open,Thursday
4111,20100903,Open,Friday
4112,20100906,Open,Monday
4113,20100907,Open,Tuesday
4114,20100908,Open,Wednesday
4115,20100909,Open,Thursday
4116,20100913,Open,Monday
4117,20100914,Open,Tuesday
4118,20100915,Open,Wednesday
4119,20100917,Open,Friday
4120,20100920,Open,Monday
4121,20100921,Open,Tuesday
4122,20100922,Open,Wednesday
4123,20100923,Open,Thursday
4124,20100924,Open,Friday
4125,20100927,Open,Monday
4126,20100928,Open,Tuesday
4127,20100929,Open,Wednesday
4128,20100930,Open,Thursday
4129,20101001,Open,Friday
4130,20101004,Open,Monday
4131,20101005,Open,Tuesday
4132,20101006,Open,Wednesday
4133,20101007,Open,Thursday
4134,20101008,Open,Friday
4135,20101011,Open,Monday
4136,20101012,Open,Tuesday
4137,20101013,Open,Wednesday
4138,20101014,Open,Thursday
4139,20101015,Open,Friday
4140,20101018,Open,Monday
4141,20101019,Open,Tuesday
4142,20101020,Open,Wednesday
4143,20101021,Open,Thursday
4144,20101022,Open,Friday
4145,20101025,Open,Monday
4146,20101026,Open,Tuesday
4147,20101027,Open,Wednesday
4148,20101028,Open,Thursday
4149,20101029,Open,Friday
4150,20101101,Open,Monday
4151,20101102,Open,Tuesday
4152,20101103,Open,Wednesday
4153,20101104,Open,Thursday
4154,20101108,Open,Monday
4155,20101109,Open,Tuesday
4156,20101110,Open,Wednesday
4157,20101111,Open,Thursday
4158,20101112,Open,Friday
4159,20101115,Open,Monday
4160,20101116,Open,Tuesday
4161,20101118,Open,Thursday
4162,20101119,Open,Friday
4163,20101122,Open,Monday
4164,20101123,Open,Tuesday
4165,20101124,Open,Wednesday
4166,20101125,Open,Thursday
4167,20101126,Open,Friday
4168,20101129,Open,Monday
4169,20101130,Open,Tuesday
4170,20101201,Open,Wednesday
4171,20101202,Open,Thursday
4172,20101203,Open,Friday
4173,20101206,Open,Monday
4174,20101208,Open,Wednesday
4175,20101209,Open,Thursday
4176,20101210,Open,Friday
4177,20101213,Open,Monday
4178,20101214,Open,Tuesday
4179,20101215,Open,Wednesday
4180,20101216,Open,Thursday
4181,20101217,Open,Friday
4182,20101220,Open,Monday
4183,20101221,Open,Tuesday
4184,20101222,Open,Wednesday
4185,20101223,Open,Thursday
4186,20101224,Open,Friday
4187,20101227,Open,Monday
4188,20101228,Open,Tuesday
4189,20101229,Open,Wednesday
4190,20101230,Open,Thursday
4191,20110103,Open,Monday
4192,20110104,Open,Tuesday
4193,20110105,Open,Wednesday
4194,20110106,Open,Thursday
4195,20110107,Open,Friday
4196,20110110,Open,Monday
4197,20110111,Open,Tuesday
4198,20110112,Open,Wednesday
4199,20110113,Open,Thursday
4200,20110114,Open,Friday
4201,20110117,Open,Monday
4202,20110118,Open,Tuesday
4203,20110119,Open,Wednesday
4204,20110121,Open,Friday
4205,20110124,Open,Monday
4206,20110125,Open,Tuesday
4207,20110126,Open,Wednesday
4208,20110127,Open,Thursday
4209,20110128,Open,Friday
4210,20110131,Open,Monday
4211,20110202,Open,Wednesday
4212,20110207,Open,Monday
4213,20110208,Open,Tuesday
4214,20110209,Open,Wednesday
4215,20110210,Open,Thursday
4216,20110211,Open,Friday
4217,20110214,Open,Monday
4218,20110216,Open,Wednesday
4219,20110217,Open,Thursday
4220,20110218,Open,Friday
4221,20110221,Open,Monday
4222,20110222,Open,Tuesday
4223,20110223,Open,Wednesday
4224,20110224,Open,Thursday
4225,20110225,Open,Friday
4226,20110228,Open,Monday
4227,20110301,Open,Tuesday
4228,20110302,Open,Wednesday
4229,20110303,Open,Thursday
4230,20110304,Open,Friday
4231,20110307,Open,Monday
4232,20110308,Open,Tuesday
4233,20110309,Open,Wednesday
4234,20110310,Open,Thursday
4235,20110311,Open,Friday
4236,20110314,Open,Monday
4237,20110315,Open,Tuesday
4238,20110316,Open,Wednesday
4239,20110317,Open,Thursday
4240,20110318,Open,Friday
4241,20110321,Open,Monday
4242,20110322,Open,Tuesday
4243,20110323,Open,Wednesday
4244,20110324,Open,Thursday
4245,20110325,Open,Friday
4246,20110328,Open,Monday
4247,20110329,Open,Tuesday
4248,20110330,Open,Wednesday
4249,20110331,Open,Thursday
4250,20110401,Open,Friday
4251,20110404,Open,Monday
4252,20110405,Open,Tuesday
4253,20110406,Open,Wednesday
4254,20110407,Open,Thursday
4255,20110408,Open,Friday
4256,20110411,Open,Monday
4257,20110412,Open,Tuesday
4258,20110413,Open,Wednesday
4259,20110414,Open,Thursday
4260,20110415,Open,Friday
4261,20110418,Open,Monday
4262,20110419,Open,Tuesday
4263,20110420,Open,Wednesday
4264,20110421,Open,Thursday
4265,20110422,Open,Friday
4266,20110425,Open,Monday
4267,20110426,Open,Tuesday
4268,20110427,Open,Wednesday
4269,20110428,Open,Thursday
4270,20110429,Open,Friday
4271,20110503,Open,Tuesday
4272,20110504,Open,Wednesday
4273,20110505,Open,Thursday
4274,20110506,Open,Friday
4275,20110509,Open,Monday
4276,20110510,Open,Tuesday
4277,20110511,Open,Wednesday
4278,20110512,Open,Thursday
4279,20110513,Open,Friday
4280,20110516,Open,Monday
4281,20110518,Open,Wednesday
4282,20110519,Open,Thursday
4283,20110520,Open,Friday
4284,20110523,Open,Monday
4285,20110524,Open,Tuesday
4286,20110525,Open,Wednesday
4287,20110526,Open,Thursday
4288,20110527,Open,Friday
4289,20110530,Open,Monday
4290,20110531,Open,Tuesday
4291,20110601,Open,Wednesday
4292,20110602,Open,Thursday
4293,20110603,Open,Friday
4294,20110606,Open,Monday
4295,20110607,Open,Tuesday
4296,20110608,Open,Wednesday
4297,20110609,Open,Thursday
4298,20110610,Open,Friday
4299,20110613,Open,Monday
4300,20110614,Open,Tuesday
4301,20110615,Open,Wednesday
4302,20110616,Open,Thursday
4303,20110617,Open,Friday
4304,20110620,Open,Monday
4305,20110621,Open,Tuesday
4306,20110622,Open,Wednesday
4307,20110623,Open,Thursday
4308,20110624,Open,Friday
4309,20110627,Open,Monday
4310,20110628,Open,Tuesday
4311,20110629,Open,Wednesday
4312,20110630,Open,Thursday
4313,20110701,Open,Friday
4314,20110704,Open,Monday
4315,20110705,Open,Tuesday
4316,20110706,Open,Wednesday
4317,20110707,Open,Thursday
4318,20110708,Open,Friday
4319,20110711,Open,Monday
4320,20110712,Open,Tuesday
4321,20110713,Open,Wednesday
4322,20110714,Open,Thursday
4323,20110715,Open,Friday
4324,20110718,Open,Monday
4325,20110719,Open,Tuesday
4326,20110720,Open,Wednesday
4327,20110721,Open,Thursday
4328,20110722,Open,Friday
4329,20110725,Open,Monday
4330,20110726,Open,Tuesday
4331,20110727,Open,Wednesday
4332,20110728,Open,Thursday
4333,20110729,Open,Friday
4334,20110801,Open,Monday
4335,20110802,Open,Tuesday
4336,20110803,Open,Wednesday
4337,20110804,Open,Thursday
4338,20110805,Open,Friday
4339,20110808,Open,Monday
4340,20110809,Open,Tuesday
4341,20110810,Open,Wednesday
4342,20110811,Open,Thursday
4343,20110812,Open,Friday
4344,20110815,Open,Monday
4345,20110816,Open,Tuesday
4346,20110817,Open,Wednesday
4347,20110818,Open,Thursday
4348,20110819,Open,Friday
4349,20110822,Open,Monday
4350,20110823,Open,Tuesday
4351,20110824,Open,Wednesday
4352,20110825,Open,Thursday
4353,20110826,Open,Friday
4354,20110829,Open,Monday
4355,20110902,Open,Friday
4356,20110905,Open,Monday
4357,20110906,Open,Tuesday
4358,20110907,Open,Wednesday
4359,20110908,Open,Thursday
4360,20110909,Open,Friday
4361,20110912,Open,Monday
4362,20110913,Open,Tuesday
4363,20110914,Open,Wednesday
4364,20110915,Open,Thursday
4365,20110919,Open,Monday
4366,20110920,Open,Tuesday
4367,20110921,Open,Wednesday
4368,20110922,Open,Thursday
4369,20110923,Open,Friday
4370,20110926,Open,Monday
4371,20110927,Open,Tuesday
4372,20110928,Open,Wednesday
4373,20110929,Open,Thursday
4374,20110930,Open,Friday
4375,20111003,Open,Monday
4376,20111004,Open,Tuesday
4377,20111005,Open,Wednesday
4378,20111006,Open,Thursday
4379,20111007,Open,Friday
4380,20111010,Open,Monday
4381,20111011,Open,Tuesday
4382,20111012,Open,Wednesday
4383,20111013,Open,Thursday
4384,20111014,Open,Friday
4385,20111017,Open,Monday
4386,20111018,Open,Tuesday
4387,20111019,Open,Wednesday
4388,20111020,Open,Thursday
4389,20111021,Open,Friday
4390,20111024,Open,Monday
4391,20111025,Open,Tuesday
4392,20111027,Open,Thursday
4393,20111028,Open,Friday
4394,20111031,Open,Monday
4395,20111101,Open,Tuesday
4396,20111102,Open,Wednesday
4397,20111103,Open,Thursday
4398,20111104,Open,Friday
4399,20111108,Open,Tuesday
4400,20111109,Open,Wednesday
4401,20111110,Open,Thursday
4402,20111111,Open,Friday
4403,20111114,Open,Monday
4404,20111115,Open,Tuesday
4405,20111116,Open,Wednesday
4406,20111117,Open,Thursday
4407,20111118,Open,Friday
4408,20111121,Open,Monday
4409,20111122,Open,Tuesday
4410,20111123,Open,Wednesday
4411,20111124,Open,Thursday
4412,20111125,Open,Friday
4413,20111129,Open,Tuesday
4414,20111130,Open,Wednesday
4415,20111201,Open,Thursday
4416,20111202,Open,Friday
4417,20111205,Open,Monday
4418,20111206,Open,Tuesday
4419,20111207,Open,Wednesday
4420,20111208,Open,Thursday
4421,20111209,Open,Friday
4422,20111212,Open,Monday
4423,20111213,Open,Tuesday
4424,20111214,Open,Wednesday
4425,20111215,Open,Thursday
4426,20111216,Open,Friday
4427,20111219,Open,Monday
4428,20111220,Open,Tuesday
4429,20111221,Open,Wednesday
4430,20111222,Open,Thursday
4431,20111223,Open,Friday
4432,20111227,Open,Tuesday
4433,20111228,Open,Wednesday
4434,20111229,Open,Thursday
4435,20111230,Open,Friday
4436,20120103,Open,Tuesday
4437,20120104,Open,Wednesday
4438,20120105,Open,Thursday
4439,20120106,Open,Friday
4440,20120109,Open,Monday
4441,20120110,Open,Tuesday
4442,20120111,Open,Wednesday
4443,20120112,Open,Thursday
4444,20120113,Open,Friday
4445,20120116,Open,Monday
4446,20120117,Open,Tuesday
4447,20120118,Open,Wednesday
4448,20120119,Open,Thursday
4449,20120120,Open,Friday
4450,20120125,Open,Wednesday
4451,20120126,Open,Thursday
4452,20120127,Open,Friday
4453,20120130,Open,Monday
4454,20120131,Open,Tuesday
4455,20120202,Open,Thursday
4456,20120203,Open,Friday
4457,20120208,Open,Wednesday
4458,20120209,Open,Thursday
4459,20120210,Open,Friday
4460,20120213,Open,Monday
4461,20120214,Open,Tuesday
4462,20120215,Open,Wednesday
4463,20120216,Open,Thursday
4464,20120217,Open,Friday
4465,20120220,Open,Monday
4466,20120221,Open,Tuesday
4467,20120222,Open,Wednesday
4468,20120223,Open,Thursday
4469,20120224,Open,Friday
4470,20120227,Open,Monday
4471,20120228,Open,Tuesday
4472,20120229,Open,Wednesday
4473,20120301,Open,Thursday
4474,20120302,Open,Friday
4475,20120305,Open,Monday
4476,20120306,Open,Tuesday
4477,20120307,Open,Wednesday
4478,20120308,Open,Thursday
4479,20120309,Open,Friday
4480,20120312,Open,Monday
4481,20120313,Open,Tuesday
4482,20120314,Open,Wednesday
4483,20120315,Open,Thursday
4484,20120316,Open,Friday
4485,20120319,Open,Monday
4486,20120320,Open,Tuesday
4487,20120321,Open,Wednesday
4488,20120322,Open,Thursday
4489,20120323,Open,Friday
4490,20120326,Open,Monday
4491,20120327,Open,Tuesday
4492,20120328,Open,Wednesday
4493,20120329,Open,Thursday
4494,20120330,Open,Friday
4495,20120402,Open,Monday
4496,20120403,Open,Tuesday
4497,20120404,Open,Wednesday
4498,20120405,Open,Thursday
4499,20120406,Open,Friday
4500,20120409,Open,Monday
4501,20120410,Open,Tuesday
4502,20120412,Open,Thursday
4503,20120413,Open,Friday
4504,20120416,Open,Monday
4505,20120417,Open,Tuesday
4506,20120418,Open,Wednesday
4507,20120419,Open,Thursday
4508,20120420,Open,Friday
4509,20120423,Open,Monday
4510,20120424,Open,Tuesday
4511,20120425,Open,Wednesday
4512,20120426,Open,Thursday
4513,20120427,Open,Friday
4514,20120430,Open,Monday
4515,20120502,Open,Wednesday
4516,20120503,Open,Thursday
4517,20120504,Open,Friday
4518,20120507,Open,Monday
4519,20120508,Open,Tuesday
4520,20120509,Open,Wednesday
4521,20120510,Open,Thursday
4522,20120511,Open,Friday
4523,20120514,Open,Monday
4524,20120515,Open,Tuesday
4525,20120516,Open,Wednesday
4526,20120517,Open,Thursday
4527,20120518,Open,Friday
4528,20120521,Open,Monday
4529,20120522,Open,Tuesday
4530,20120523,Open,Wednesday
4531,20120524,Open,Thursday
4532,20120525,Open,Friday
4533,20120528,Open,Monday
4534,20120529,Open,Tuesday
4535,20120530,Open,Wednesday
4536,20120531,Open,Thursday
4537,20120601,Open,Friday
4538,20120604,Open,Monday
4539,20120605,Open,Tuesday
4540,20120606,Open,Wednesday
4541,20120607,Open,Thursday
4542,20120608,Open,Friday
4543,20120611,Open,Monday
4544,20120612,Open,Tuesday
4545,20120613,Open,Wednesday
4546,20120614,Open,Thursday
4547,20120615,Open,Friday
4548,20120618,Open,Monday
4549,20120619,Open,Tuesday
4550,20120620,Open,Wednesday
4551,20120621,Open,Thursday
4552,20120622,Open,Friday
4553,20120625,Open,Monday
4554,20120626,Open,Tuesday
4555,20120627,Open,Wednesday
4556,20120628,Open,Thursday
4557,20120629,Open,Friday
4558,20120702,Open,Monday
4559,20120703,Open,Tuesday
4560,20120704,Open,Wednesday
4561,20120705,Open,Thursday
4562,20120706,Open,Friday
4563,20120709,Open,Monday
4564,20120710,Open,Tuesday
4565,20120711,Open,Wednesday
4566,20120712,Open,Thursday
4567,20120713,Open,Friday
4568,20120716,Open,Monday
4569,20120717,Open,Tuesday
4570,20120718,Open,Wednesday
4571,20120719,Open,Thursday
4572,20120720,Open,Friday
4573,20120723,Open,Monday
4574,20120724,Open,Tuesday
4575,20120725,Open,Wednesday
4576,20120726,Open,Thursday
4577,20120727,Open,Friday
4578,20120730,Open,Monday
4579,20120731,Open,Tuesday
4580,20120801,Open,Wednesday
4581,20120802,Open,Thursday
4582,20120803,Open,Friday
4583,20120806,Open,Monday
4584,20120807,Open,Tuesday
4585,20120808,Open,Wednesday
4586,20120809,Open,Thursday
4587,20120810,Open,Friday
4588,20120813,Open,Monday
4589,20120814,Open,Tuesday
4590,20120815,Open,Wednesday
4591,20120816,Open,Thursday
4592,20120817,Open,Friday
4593,20120822,Open,Wednesday
4594,20120823,Open,Thursday
4595,20120824,Open,Friday
4596,20120827,Open,Monday
4597,20120828,Open,Tuesday
4598,20120829,Open,Wednesday
4599,20120830,Open,Thursday
4600,20120903,Open,Monday
4601,20120904,Open,Tuesday
4602,20120905,Open,Wednesday
4603,20120906,Open,Thursday
4604,20120907,Open,Friday
4605,20120910,Open,Monday
4606,20120911,Open,Tuesday
4607,20120912,Open,Wednesday
4608,20120913,Open,Thursday
4609,20120914,Open,Friday
4610,20120918,Open,Tuesday
4611,20120919,Open,Wednesday
4612,20120920,Open,Thursday
4613,20120921,Open,Friday
4614,20120924,Open,Monday
4615,20120925,Open,Tuesday
4616,20120926,Open,Wednesday
4617,20120927,Open,Thursday
4618,20120928,Open,Friday
4619,20121001,Open,Monday
4620,20121002,Open,Tuesday
4621,20121003,Open,Wednesday
4622,20121004,Open,Thursday
4623,20121005,Open,Friday
4624,20121008,Open,Monday
4625,20121009,Open,Tuesday
4626,20121010,Open,Wednesday
4627,20121011,Open,Thursday
4628,20121012,Open,Friday
4629,20121015,Open,Monday
4630,20121016,Open,Tuesday
4631,20121017,Open,Wednesday
4632,20121018,Open,Thursday
4633,20121019,Open,Friday
4634,20121022,Open,Monday
4635,20121023,Open,Tuesday
4636,20121024,Open,Wednesday
4637,20121025,Open,Thursday
4638,20121029,Open,Monday
4639,20121030,Open,Tuesday
4640,20121031,Open,Wednesday
4641,20121101,Open,Thursday
4642,20121102,Open,Friday
4643,20121105,Open,Monday
4644,20121106,Open,Tuesday
4645,20121107,Open,Wednesday
4646,20121108,Open,Thursday
4647,20121109,Open,Friday
4648,20121112,Open,Monday
4649,20121114,Open,Wednesday
4650,20121116,Open,Friday
4651,20121119,Open,Monday
4652,20121120,Open,Tuesday
4653,20121121,Open,Wednesday
4654,20121122,Open,Thursday
4655,20121123,Open,Friday
4656,20121126,Open,Monday
4657,20121127,Open,Tuesday
4658,20121128,Open,Wednesday
4659,20121129,Open,Thursday
4660,20121130,Open,Friday
4661,20121203,Open,Monday
4662,20121204,Open,Tuesday
4663,20121205,Open,Wednesday
4664,20121206,Open,Thursday
4665,20121207,Open,Friday
4666,20121210,Open,Monday
4667,20121211,Open,Tuesday
4668,20121212,Open,Wednesday
4669,20121213,Open,Thursday
4670,20121214,Open,Friday
4671,20121217,Open,Monday
4672,20121218,Open,Tuesday
4673,20121219,Open,Wednesday
4674,20121220,Open,Thursday
4675,20121221,Open,Friday
4676,20121224,Open,Monday
4677,20121226,Open,Wednesday
4678,20121227,Open,Thursday
4679,20121228,Open,Friday
4680,20121231,Open,Monday
4681,20130102,Open,Wednesday
4682,20130103,Open,Thursday
4683,20130104,Open,Friday
4684,20130107,Open,Monday
4685,20130108,Open,Tuesday
4686,20130109,Open,Wednesday
4687,20130110,Open,Thursday
4688,20130111,Open,Friday
4689,20130114,Open,Monday
4690,20130115,Open,Tuesday
4691,20130116,Open,Wednesday
4692,20130117,Open,Thursday
4693,20130118,Open,Friday
4694,20130121,Open,Monday
4695,20130122,Open,Tuesday
4696,20130123,Open,Wednesday
4697,20130125,Open,Friday
4698,20130129,Open,Tuesday
4699,20130130,Open,Wednesday
4700,20130131,Open,Thursday
4701,20130204,Open,Monday
4702,20130205,Open,Tuesday
4703,20130206,Open,Wednesday
4704,20130207,Open,Thursday
4705,20130208,Open,Friday
4706,20130213,Open,Wednesday
4707,20130214,Open,Thursday
4708,20130215,Open,Friday
4709,20130218,Open,Monday
4710,20130219,Open,Tuesday
4711,20130220,Open,Wednesday
4712,20130221,Open,Thursday
4713,20130222,Open,Friday
4714,20130225,Open,Monday
4715,20130226,Open,Tuesday
4716,20130227,Open,Wednesday
4717,20130228,Open,Thursday
4718,20130301,Open,Friday
4719,20130304,Open,Monday
4720,20130305,Open,Tuesday
4721,20130306,Open,Wednesday
4722,20130307,Open,Thursday
4723,20130308,Open,Friday
