,Date,Status,Day
1928,20011101,Open,Thursday
1929,20011102,Open,Friday
1930,20011105,Open,Monday
1931,20011106,Open,Tuesday
1932,20011107,Open,Wednesday
1933,20011108,Open,Thursday
1934,20011109,Open,Friday
1935,20011112,Open,Monday
1936,20011113,Open,Tuesday
1937,20011115,Open,Thursday
1938,20011116,Open,Friday
1939,20011119,Open,Monday
1940,20011120,Open,Tuesday
1941,20011121,Open,Wednesday
1942,20011123,Open,Friday
1943,20011126,Open,Monday
1944,20011127,Open,Tuesday
1945,20011128,Open,Wednesday
1946,20011129,Open,Thursday
1947,20011130,Open,Friday
1948,20011203,Open,Monday
1949,20011204,Open,Tuesday
1950,20011205,Open,Wednesday
1951,20011206,Open,Thursday
1952,20011207,Open,Friday
1953,20011210,Open,Monday
1954,20011211,Open,Tuesday
1955,20011212,Open,Wednesday
1956,20011213,Open,Thursday
1957,20011214,Open,Friday
1958,20011220,Open,Thursday
1959,20011221,Open,Friday
1960,20011224,Open,Monday
1961,20011226,Open,Wednesday
1962,20011227,Open,Thursday
1963,20011228,Open,Friday
1964,20011231,Open,Monday
1965,20020102,Open,Wednesday
1966,20020103,Open,Thursday
1967,20020104,Open,Friday
1968,20020107,Open,Monday
1969,20020108,Open,Tuesday
1970,20020109,Open,Wednesday
1971,20020110,Open,Thursday
1972,20020111,Open,Friday
1973,20020114,Open,Monday
1974,20020115,Open,Tuesday
1975,20020116,Open,Wednesday
1976,20020117,Open,Thursday
1977,20020118,Open,Friday
1978,20020121,Open,Monday
1979,20020122,Open,Tuesday
1980,20020123,Open,Wednesday
1981,20020124,Open,Thursday
1982,20020125,Open,Friday
1983,20020128,Open,Monday
1984,20020129,Open,Tuesday
1985,20020130,Open,Wednesday
1986,20020131,Open,Thursday
1987,20020204,Open,Monday
1988,20020205,Open,Tuesday
1989,20020206,Open,Wednesday
1990,20020207,Open,Thursday
1991,20020208,Open,Friday
1992,20020214,Open,Thursday
1993,20020215,Open,Friday
1994,20020218,Open,Monday
1995,20020219,Open,Tuesday
1996,20020220,Open,Wednesday
1997,20020221,Open,Thursday
1998,20020222,Open,Friday
1999,20020225,Open,Monday
2000,20020226,Open,Tuesday
2001,20020227,Open,Wednesday
2002,20020228,Open,Thursday
2003,20020301,Open,Friday
2004,20020304,Open,Monday
2005,20020305,Open,Tuesday
2006,20020306,Open,Wednesday
2007,20020307,Open,Thursday
2008,20020308,Open,Friday
2009,20020311,Open,Monday
2010,20020312,Open,Tuesday
2011,20020313,Open,Wednesday
2012,20020314,Open,Thursday
2013,20020318,Open,Monday
2014,20020319,Open,Tuesday
2015,20020320,Open,Wednesday
2016,20020321,Open,Thursday
2017,20020322,Open,Friday
2018,20020325,Open,Monday
2019,20020326,Open,Tuesday
2020,20020327,Open,Wednesday
2021,20020328,Open,Thursday
2022,20020329,Open,Friday
2023,20020401,Open,Monday
2024,20020402,Open,Tuesday
2025,20020403,Open,Wednesday
2026,20020404,Open,Thursday
2027,20020405,Open,Friday
2028,20020408,Open,Monday
2029,20020409,Open,Tuesday
2030,20020410,Open,Wednesday
2031,20020411,Open,Thursday
2032,20020412,Open,Friday
2033,20020415,Open,Monday
2034,20020416,Open,Tuesday
2035,20020417,Open,Wednesday
2036,20020418,Open,Thursday
2037,20020419,Open,Friday
2038,20020422,Open,Monday
2039,20020423,Open,Tuesday
2040,20020424,Open,Wednesday
2041,20020426,Open,Friday
2042,20020429,Open,Monday
2043,20020430,Open,Tuesday
2044,20020502,Open,Thursday
2045,20020503,Open,Friday
2046,20020506,Open,Monday
2047,20020507,Open,Tuesday
2048,20020508,Open,Wednesday
2049,20020509,Open,Thursday
2050,20020510,Open,Friday
2051,20020513,Open,Monday
2052,20020514,Open,Tuesday
2053,20020515,Open,Wednesday
2054,20020516,Open,Thursday
2055,20020517,Open,Friday
2056,20020520,Open,Monday
2057,20020521,Open,Tuesday
2058,20020522,Open,Wednesday
2059,20020523,Open,Thursday
2060,20020524,Open,Friday
2061,20020528,Open,Tuesday
2062,20020529,Open,Wednesday
2063,20020530,Open,Thursday
2064,20020531,Open,Friday
2065,20020603,Open,Monday
2066,20020604,Open,Tuesday
2067,20020605,Open,Wednesday
2068,20020606,Open,Thursday
2069,20020607,Open,Friday
2070,20020610,Open,Monday
2071,20020611,Open,Tuesday
2072,20020612,Open,Wednesday
2073,20020613,Open,Thursday
2074,20020614,Open,Friday
2075,20020617,Open,Monday
2076,20020618,Open,Tuesday
2077,20020619,Open,Wednesday
2078,20020620,Open,Thursday
2079,20020621,Open,Friday
2080,20020624,Open,Monday
2081,20020625,Open,Tuesday
2082,20020626,Open,Wednesday
2083,20020627,Open,Thursday
2084,20020628,Open,Friday
2085,20020701,Open,Monday
2086,20020702,Open,Tuesday
2087,20020703,Open,Wednesday
2088,20020704,Open,Thursday
2089,20020705,Open,Friday
2090,20020708,Open,Monday
2091,20020709,Open,Tuesday
2092,20020710,Open,Wednesday
2093,20020711,Open,Thursday
2094,20020712,Open,Friday
2095,20020715,Open,Monday
2096,20020716,Open,Tuesday
2097,20020717,Open,Wednesday
2098,20020718,Open,Thursday
2099,20020719,Open,Friday
2100,20020722,Open,Monday
2101,20020723,Open,Tuesday
2102,20020724,Open,Wednesday
2103,20020725,Open,Thursday
2104,20020726,Open,Friday
2105,20020729,Open,Monday
2106,20020730,Open,Tuesday
2107,20020731,Open,Wednesday
2108,20020801,Open,Thursday
2109,20020802,Open,Friday
2110,20020805,Open,Monday
2111,20020806,Open,Tuesday
2112,20020807,Open,Wednesday
2113,20020808,Open,Thursday
2114,20020809,Open,Friday
2115,20020812,Open,Monday
2116,20020813,Open,Tuesday
2117,20020814,Open,Wednesday
2118,20020815,Open,Thursday
2119,20020816,Open,Friday
2120,20020819,Open,Monday
2121,20020820,Open,Tuesday
2122,20020821,Open,Wednesday
2123,20020822,Open,Thursday
2124,20020823,Open,Friday
2125,20020826,Open,Monday
2126,20020827,Open,Tuesday
2127,20020828,Open,Wednesday
2128,20020829,Open,Thursday
2129,20020830,Open,Friday
2130,20020902,Open,Monday
2131,20020903,Open,Tuesday
2132,20020904,Open,Wednesday
2133,20020905,Open,Thursday
2134,20020906,Open,Friday
2135,20020909,Open,Monday
2136,20020910,Open,Tuesday
2137,20020911,Open,Wednesday
2138,20020912,Open,Thursday
2139,20020913,Open,Friday
2140,20020916,Open,Monday
2141,20020917,Open,Tuesday
2142,20020918,Open,Wednesday
2143,20020919,Open,Thursday
2144,20020920,Open,Friday
2145,20020923,Open,Monday
2146,20020924,Open,Tuesday
2147,20020925,Open,Wednesday
2148,20020926,Open,Thursday
2149,20020927,Open,Friday
2150,20020930,Open,Monday
2151,20021001,Open,Tuesday
2152,20021002,Open,Wednesday
2153,20021003,Open,Thursday
2154,20021004,Open,Friday
2155,20021007,Open,Monday
2156,20021008,Open,Tuesday
2157,20021009,Open,Wednesday
2158,20021010,Open,Thursday
2159,20021011,Open,Friday
2160,20021014,Open,Monday
2161,20021015,Open,Tuesday
2162,20021016,Open,Wednesday
2163,20021017,Open,Thursday
2164,20021018,Open,Friday
2165,20021021,Open,Monday
2166,20021022,Open,Tuesday
2167,20021023,Open,Wednesday
2168,20021024,Open,Thursday
2169,20021025,Open,Friday
2170,20021028,Open,Monday
2171,20021029,Open,Tuesday
2172,20021030,Open,Wednesday
2173,20021031,Open,Thursday
2174,20021101,Open,Friday
2175,20021105,Open,Tuesday
2176,20021106,Open,Wednesday
2177,20021107,Open,Thursday
2178,20021108,Open,Friday
2179,20021111,Open,Monday
2180,20021112,Open,Tuesday
2181,20021113,Open,Wednesday
2182,20021114,Open,Thursday
2183,20021115,Open,Friday
2184,20021118,Open,Monday
2185,20021119,Open,Tuesday
2186,20021120,Open,Wednesday
2187,20021121,Open,Thursday
2188,20021122,Open,Friday
2189,20021125,Open,Monday
2190,20021126,Open,Tuesday
2191,20021127,Open,Wednesday
2192,20021128,Open,Thursday
2193,20021129,Open,Friday
2194,20021202,Open,Monday
2195,20021203,Open,Tuesday
2196,20021204,Open,Wednesday
2197,20021209,Open,Monday
2198,20021210,Open,Tuesday
2199,20021211,Open,Wednesday
2200,20021212,Open,Thursday
2201,20021213,Open,Friday
2202,20021216,Open,Monday
2203,20021217,Open,Tuesday
2204,20021218,Open,Wednesday
2205,20021219,Open,Thursday
2206,20021220,Open,Friday
2207,20021223,Open,Monday
2208,20021224,Open,Tuesday
2209,20021226,Open,Thursday
2210,20021227,Open,Friday
2211,20021230,Open,Monday
2212,20021231,Open,Tuesday
2213,20030102,Open,Thursday
2214,20030103,Open,Friday
2215,20030106,Open,Monday
2216,20030107,Open,Tuesday
2217,20030108,Open,Wednesday
2218,20030109,Open,Thursday
2219,20030110,Open,Friday
2220,20030113,Open,Monday
2221,20030114,Open,Tuesday
2222,20030115,Open,Wednesday
2223,20030116,Open,Thursday
2224,20030117,Open,Friday
2225,20030120,Open,Monday
2226,20030121,Open,Tuesday
2227,20030122,Open,Wednesday
2228,20030123,Open,Thursday
2229,20030124,Open,Friday
2230,20030127,Open,Monday
2231,20030128,Open,Tuesday
2232,20030129,Open,Wednesday
2233,20030130,Open,Thursday
2234,20030205,Open,Wednesday
2235,20030206,Open,Thursday
2236,20030207,Open,Friday
2237,20030210,Open,Monday
2238,20030211,Open,Tuesday
2239,20030213,Open,Thursday
2240,20030214,Open,Friday
2241,20030217,Open,Monday
2242,20030218,Open,Tuesday
2243,20030219,Open,Wednesday
2244,20030220,Open,Thursday
2245,20030221,Open,Friday
2246,20030224,Open,Monday
2247,20030225,Open,Tuesday
2248,20030226,Open,Wednesday
2249,20030227,Open,Thursday
2250,20030228,Open,Friday
2251,20030303,Open,Monday
2252,20030305,Open,Wednesday
2253,20030306,Open,Thursday
2254,20030307,Open,Friday
2255,20030310,Open,Monday
2256,20030311,Open,Tuesday
2257,20030312,Open,Wednesday
2258,20030313,Open,Thursday
2259,20030314,Open,Friday
2260,20030317,Open,Monday
2261,20030318,Open,Tuesday
2262,20030319,Open,Wednesday
2263,20030320,Open,Thursday
2264,20030321,Open,Friday
2265,20030324,Open,Monday
2266,20030325,Open,Tuesday
2267,20030326,Open,Wednesday
2268,20030327,Open,Thursday
2269,20030328,Open,Friday
2270,20030331,Open,Monday
2271,20030401,Open,Tuesday
2272,20030402,Open,Wednesday
2273,20030403,Open,Thursday
2274,20030404,Open,Friday
2275,20030407,Open,Monday
2276,20030408,Open,Tuesday
2277,20030409,Open,Wednesday
2278,20030410,Open,Thursday
2279,20030411,Open,Friday
2280,20030414,Open,Monday
2281,20030415,Open,Tuesday
2282,20030416,Open,Wednesday
2283,20030417,Open,Thursday
2284,20030418,Open,Friday
2285,20030421,Open,Monday
2286,20030422,Open,Tuesday
2287,20030423,Open,Wednesday
2288,20030424,Open,Thursday
2289,20030425,Open,Friday
2290,20030428,Open,Monday
2291,20030429,Open,Tuesday
2292,20030430,Open,Wednesday
2293,20030502,Open,Friday
2294,20030505,Open,Monday
2295,20030506,Open,Tuesday
2296,20030507,Open,Wednesday
2297,20030508,Open,Thursday
2298,20030509,Open,Friday
2299,20030512,Open,Monday
2300,20030513,Open,Tuesday
2301,20030516,Open,Friday
2302,20030519,Open,Monday
2303,20030520,Open,Tuesday
2304,20030521,Open,Wednesday
2305,20030522,Open,Thursday
2306,20030523,Open,Friday
2307,20030526,Open,Monday
2308,20030527,Open,Tuesday
2309,20030528,Open,Wednesday
2310,20030529,Open,Thursday
2311,20030530,Open,Friday
2312,20030602,Open,Monday
2313,20030603,Open,Tuesday
2314,20030604,Open,Wednesday
2315,20030605,Open,Thursday
2316,20030606,Open,Friday
2317,20030609,Open,Monday
2318,20030610,Open,Tuesday
2319,20030611,Open,Wednesday
2320,20030612,Open,Thursday
2321,20030613,Open,Friday
2322,20030616,Open,Monday
2323,20030617,Open,Tuesday
2324,20030618,Open,Wednesday
2325,20030619,Open,Thursday
2326,20030620,Open,Friday
2327,20030623,Open,Monday
2328,20030624,Open,Tuesday
2329,20030625,Open,Wednesday
2330,20030626,Open,Thursday
2331,20030627,Open,Friday
2332,20030630,Open,Monday
2333,20030701,Open,Tuesday
2334,20030702,Open,Wednesday
2335,20030703,Open,Thursday
2336,20030704,Open,Friday
2337,20030707,Open,Monday
2338,20030708,Open,Tuesday
2339,20030709,Open,Wednesday
2340,20030710,Open,Thursday
2341,20030711,Open,Friday
2342,20030714,Open,Monday
2343,20030715,Open,Tuesday
2344,20030716,Open,Wednesday
2345,20030717,Open,Thursday
2346,20030718,Open,Friday
2347,20030721,Open,Monday
2348,20030722,Open,Tuesday
2349,20030723,Open,Wednesday
2350,20030724,Open,Thursday
2351,20030725,Open,Friday
2352,20030728,Open,Monday
2353,20030729,Open,Tuesday
2354,20030730,Open,Wednesday
2355,20030731,Open,Thursday
2356,20030801,Open,Friday
2357,20030804,Open,Monday
2358,20030805,Open,Tuesday
2359,20030806,Open,Wednesday
2360,20030807,Open,Thursday
2361,20030808,Open,Friday
2362,20030811,Open,Monday
2363,20030812,Open,Tuesday
2364,20030813,Open,Wednesday
2365,20030814,Open,Thursday
2366,20030815,Open,Friday
2367,20030818,Open,Monday
2368,20030819,Open,Tuesday
2369,20030820,Open,Wednesday
2370,20030821,Open,Thursday
2371,20030822,Open,Friday
2372,20030825,Open,Monday
2373,20030826,Open,Tuesday
2374,20030827,Open,Wednesday
2375,20030828,Open,Thursday
2376,20030829,Open,Friday
2377,20030902,Open,Tuesday
2378,20030903,Open,Wednesday
2379,20030904,Open,Thursday
2380,20030905,Open,Friday
2381,20030908,Open,Monday
2382,20030909,Open,Tuesday
2383,20030910,Open,Wednesday
2384,20030911,Open,Thursday
2385,20030912,Open,Friday
2386,20030915,Open,Monday
2387,20030916,Open,Tuesday
2388,20030917,Open,Wednesday
2389,20030918,Open,Thursday
2390,20030919,Open,Friday
2391,20030922,Open,Monday
2392,20030923,Open,Tuesday
2393,20030924,Open,Wednesday
2394,20030925,Open,Thursday
2395,20030926,Open,Friday
2396,20030929,Open,Monday
2397,20030930,Open,Tuesday
2398,20031001,Open,Wednesday
2399,20031002,Open,Thursday
2400,20031003,Open,Friday
2401,20031006,Open,Monday
2402,20031007,Open,Tuesday
2403,20031008,Open,Wednesday
2404,20031009,Open,Thursday
2405,20031010,Open,Friday
2406,20031013,Open,Monday
2407,20031014,Open,Tuesday
2408,20031015,Open,Wednesday
2409,20031016,Open,Thursday
2410,20031017,Open,Friday
2411,20031020,Open,Monday
2412,20031021,Open,Tuesday
2413,20031022,Open,Wednesday
2414,20031023,Open,Thursday
2415,20031027,Open,Monday
2416,20031028,Open,Tuesday
2417,20031029,Open,Wednesday
2418,20031030,Open,Thursday
2419,20031031,Open,Friday
2420,20031103,Open,Monday
2421,20031104,Open,Tuesday
2422,20031105,Open,Wednesday
2423,20031106,Open,Thursday
2424,20031107,Open,Friday
2425,20031110,Open,Monday
2426,20031111,Open,Tuesday
2427,20031112,Open,Wednesday
2428,20031113,Open,Thursday
2429,20031114,Open,Friday
2430,20031117,Open,Monday
2431,20031118,Open,Tuesday
2432,20031119,Open,Wednesday
2433,20031120,Open,Thursday
2434,20031121,Open,Friday
2435,20031127,Open,Thursday
2436,20031128,Open,Friday
2437,20031201,Open,Monday
2438,20031202,Open,Tuesday
2439,20031203,Open,Wednesday
2440,20031204,Open,Thursday
2441,20031205,Open,Friday
2442,20031208,Open,Monday
2443,20031209,Open,Tuesday
2444,20031210,Open,Wednesday
2445,20031211,Open,Thursday
2446,20031212,Open,Friday
2447,20031215,Open,Monday
2448,20031216,Open,Tuesday
2449,20031217,Open,Wednesday
2450,20031218,Open,Thursday
2451,20031219,Open,Friday
2452,20031222,Open,Monday
2453,20031223,Open,Tuesday
2454,20031224,Open,Wednesday
2455,20031226,Open,Friday
2456,20031229,Open,Monday
2457,20031230,Open,Tuesday
2458,20031231,Open,Wednesday
2459,20040102,Open,Friday
2460,20040105,Open,Monday
2461,20040106,Open,Tuesday
2462,20040107,Open,Wednesday
2463,20040108,Open,Thursday
2464,20040109,Open,Friday
2465,20040112,Open,Monday
2466,20040113,Open,Tuesday
2467,20040114,Open,Wednesday
2468,20040115,Open,Thursday
2469,20040116,Open,Friday
2470,20040119,Open,Monday
2471,20040120,Open,Tuesday
2472,20040126,Open,Monday
2473,20040127,Open,Tuesday
2474,20040128,Open,Wednesday
2475,20040129,Open,Thursday
2476,20040130,Open,Friday
2477,20040204,Open,Wednesday
2478,20040205,Open,Thursday
2479,20040206,Open,Friday
2480,20040209,Open,Monday
2481,20040210,Open,Tuesday
2482,20040211,Open,Wednesday
2483,20040212,Open,Thursday
2484,20040213,Open,Friday
2485,20040216,Open,Monday
2486,20040217,Open,Tuesday
2487,20040218,Open,Wednesday
2488,20040219,Open,Thursday
2489,20040220,Open,Friday
2490,20040224,Open,Tuesday
2491,20040225,Open,Wednesday
2492,20040226,Open,Thursday
2493,20040227,Open,Friday
2494,20040301,Open,Monday
2495,20040302,Open,Tuesday
2496,20040303,Open,Wednesday
2497,20040304,Open,Thursday
2498,20040305,Open,Friday
2499,20040308,Open,Monday
2500,20040309,Open,Tuesday
2501,20040310,Open,Wednesday
2502,20040311,Open,Thursday
2503,20040312,Open,Friday
2504,20040315,Open,Monday
2505,20040316,Open,Tuesday
2506,20040317,Open,Wednesday
2507,20040318,Open,Thursday
2508,20040319,Open,Friday
2509,20040322,Open,Monday
2510,20040323,Open,Tuesday
2511,20040324,Open,Wednesday
2512,20040325,Open,Thursday
2513,20040326,Open,Friday
2514,20040329,Open,Monday
2515,20040330,Open,Tuesday
2516,20040331,Open,Wednesday
2517,20040401,Open,Thursday
2518,20040402,Open,Friday
2519,20040405,Open,Monday
2520,20040406,Open,Tuesday
2521,20040407,Open,Wednesday
2522,20040408,Open,Thursday
2523,20040409,Open,Friday
2524,20040412,Open,Monday
2525,20040413,Open,Tuesday
2526,20040414,Open,Wednesday
2527,20040415,Open,Thursday
2528,20040416,Open,Friday
2529,20040419,Open,Monday
2530,20040420,Open,Tuesday
2531,20040421,Open,Wednesday
2532,20040422,Open,Thursday
2533,20040423,Open,Friday
2534,20040426,Open,Monday
2535,20040427,Open,Tuesday
2536,20040428,Open,Wednesday
2537,20040429,Open,Thursday
2538,20040430,Open,Friday
2539,20040505,Open,Wednesday
2540,20040506,Open,Thursday
2541,20040507,Open,Friday
2542,20040510,Open,Monday
2543,20040511,Open,Tuesday
2544,20040512,Open,Wednesday
2545,20040513,Open,Thursday
2546,20040514,Open,Friday
2547,20040517,Open,Monday
2548,20040518,Open,Tuesday
2549,20040519,Open,Wednesday
2550,20040520,Open,Thursday
2551,20040521,Open,Friday
2552,20040524,Open,Monday
2553,20040525,Open,Tuesday
2554,20040526,Open,Wednesday
2555,20040527,Open,Thursday
2556,20040528,Open,Friday
2557,20040531,Open,Monday
2558,20040601,Open,Tuesday
2559,20040602,Open,Wednesday
2560,20040603,Open,Thursday
2561,20040604,Open,Friday
2562,20040607,Open,Monday
2563,20040608,Open,Tuesday
2564,20040609,Open,Wednesday
2565,20040610,Open,Thursday
2566,20040611,Open,Friday
2567,20040614,Open,Monday
2568,20040615,Open,Tuesday
2569,20040616,Open,Wednesday
2570,20040617,Open,Thursday
2571,20040618,Open,Friday
2572,20040621,Open,Monday
2573,20040622,Open,Tuesday
2574,20040623,Open,Wednesday
2575,20040624,Open,Thursday
2576,20040625,Open,Friday
2577,20040628,Open,Monday
2578,20040629,Open,Tuesday
2579,20040630,Open,Wednesday
2580,20040701,Open,Thursday
2581,20040702,Open,Friday
2582,20040705,Open,Monday
2583,20040706,Open,Tuesday
2584,20040707,Open,Wednesday
2585,20040708,Open,Thursday
2586,20040709,Open,Friday
2587,20040712,Open,Monday
2588,20040713,Open,Tuesday
2589,20040714,Open,Wednesday
2590,20040715,Open,Thursday
2591,20040716,Open,Friday
2592,20040719,Open,Monday
2593,20040720,Open,Tuesday
2594,20040721,Open,Wednesday
2595,20040722,Open,Thursday
2596,20040723,Open,Friday
2597,20040726,Open,Monday
2598,20040727,Open,Tuesday
2599,20040728,Open,Wednesday
2600,20040729,Open,Thursday
2601,20040730,Open,Friday
2602,20040802,Open,Monday
2603,20040803,Open,Tuesday
2604,20040804,Open,Wednesday
2605,20040805,Open,Thursday
2606,20040806,Open,Friday
2607,20040809,Open,Monday
2608,20040810,Open,Tuesday
2609,20040811,Open,Wednesday
2610,20040812,Open,Thursday
2611,20040813,Open,Friday
2612,20040816,Open,Monday
2613,20040817,Open,Tuesday
2614,20040818,Open,Wednesday
2615,20040819,Open,Thursday
2616,20040820,Open,Friday
2617,20040823,Open,Monday
2618,20040824,Open,Tuesday
2619,20040825,Open,Wednesday
2620,20040826,Open,Thursday
2621,20040827,Open,Friday
2622,20040830,Open,Monday
2623,20040901,Open,Wednesday
2624,20040902,Open,Thursday
2625,20040903,Open,Friday
2626,20040906,Open,Monday
2627,20040907,Open,Tuesday
2628,20040908,Open,Wednesday
2629,20040909,Open,Thursday
2630,20040910,Open,Friday
2631,20040913,Open,Monday
2632,20040914,Open,Tuesday
2633,20040915,Open,Wednesday
2634,20040916,Open,Thursday
2635,20040917,Open,Friday
2636,20040920,Open,Monday
2637,20040921,Open,Tuesday
2638,20040922,Open,Wednesday
2639,20040923,Open,Thursday
2640,20040924,Open,Friday
2641,20040927,Open,Monday
2642,20040928,Open,Tuesday
2643,20040929,Open,Wednesday
2644,20040930,Open,Thursday
2645,20041001,Open,Friday
2646,20041004,Open,Monday
2647,20041005,Open,Tuesday
2648,20041006,Open,Wednesday
2649,20041007,Open,Thursday
2650,20041008,Open,Friday
2651,20041011,Open,Monday
2652,20041012,Open,Tuesday
2653,20041013,Open,Wednesday
2654,20041014,Open,Thursday
2655,20041015,Open,Friday
2656,20041018,Open,Monday
2657,20041019,Open,Tuesday
2658,20041020,Open,Wednesday
2659,20041021,Open,Thursday
2660,20041022,Open,Friday
2661,20041025,Open,Monday
2662,20041026,Open,Tuesday
2663,20041027,Open,Wednesday
2664,20041028,Open,Thursday
2665,20041029,Open,Friday
2666,20041101,Open,Monday
2667,20041102,Open,Tuesday
2668,20041103,Open,Wednesday
2669,20041104,Open,Thursday
2670,20041105,Open,Friday
2671,20041108,Open,Monday
2672,20041109,Open,Tuesday
2673,20041110,Open,Wednesday
2674,20041117,Open,Wednesday
2675,20041118,Open,Thursday
2676,20041119,Open,Friday
2677,20041122,Open,Monday
2678,20041123,Open,Tuesday
2679,20041124,Open,Wednesday
2680,20041125,Open,Thursday
2681,20041126,Open,Friday
2682,20041129,Open,Monday
2683,20041130,Open,Tuesday
2684,20041201,Open,Wednesday
2685,20041202,Open,Thursday
2686,20041203,Open,Friday
2687,20041206,Open,Monday
2688,20041207,Open,Tuesday
2689,20041208,Open,Wednesday
2690,20041209,Open,Thursday
2691,20041210,Open,Friday
2692,20041213,Open,Monday
2693,20041214,Open,Tuesday
2694,20041215,Open,Wednesday
2695,20041216,Open,Thursday
2696,20041217,Open,Friday
2697,20041220,Open,Monday
2698,20041221,Open,Tuesday
2699,20041222,Open,Wednesday
2700,20041223,Open,Thursday
2701,20041224,Open,Friday
2702,20041227,Open,Monday
2703,20041228,Open,Tuesday
2704,20041229,Open,Wednesday
2705,20041230,Open,Thursday
2706,20041231,Open,Friday
2707,20050103,Open,Monday
2708,20050104,Open,Tuesday
2709,20050105,Open,Wednesday
2710,20050106,Open,Thursday
2711,20050107,Open,Friday
2712,20050110,Open,Monday
2713,20050111,Open,Tuesday
2714,20050112,Open,Wednesday
2715,20050113,Open,Thursday
2716,20050114,Open,Friday
2717,20050117,Open,Monday
2718,20050118,Open,Tuesday
2719,20050119,Open,Wednesday
2720,20050120,Open,Thursday
2721,20050124,Open,Monday
2722,20050125,Open,Tuesday
2723,20050126,Open,Wednesday
2724,20050127,Open,Thursday
2725,20050128,Open,Friday
2726,20050131,Open,Monday
2727,20050202,Open,Wednesday
2728,20050203,Open,Thursday
2729,20050204,Open,Friday
2730,20050207,Open,Monday
2731,20050208,Open,Tuesday
2732,20050214,Open,Monday
2733,20050215,Open,Tuesday
2734,20050216,Open,Wednesday
2735,20050217,Open,Thursday
2736,20050218,Open,Friday
2737,20050221,Open,Monday
2738,20050222,Open,Tuesday
2739,20050223,Open,Wednesday
2740,20050224,Open,Thursday
2741,20050225,Open,Friday
2742,20050228,Open,Monday
2743,20050301,Open,Tuesday
2744,20050302,Open,Wednesday
2745,20050303,Open,Thursday
2746,20050304,Open,Friday
2747,20050307,Open,Monday
2748,20050308,Open,Tuesday
2749,20050309,Open,Wednesday
2750,20050310,Open,Thursday
2751,20050311,Open,Friday
2752,20050314,Open,Monday
2753,20050315,Open,Tuesday
2754,20050316,Open,Wednesday
2755,20050317,Open,Thursday
2756,20050318,Open,Friday
2757,20050321,Open,Monday
2758,20050322,Open,Tuesday
2759,20050323,Open,Wednesday
2760,20050324,Open,Thursday
2761,20050325,Open,Friday
2762,20050328,Open,Monday
2763,20050329,Open,Tuesday
2764,20050330,Open,Wednesday
2765,20050331,Open,Thursday
2766,20050401,Open,Friday
2767,20050404,Open,Monday
2768,20050405,Open,Tuesday
2769,20050406,Open,Wednesday
2770,20050407,Open,Thursday
2771,20050408,Open,Friday
2772,20050411,Open,Monday
2773,20050412,Open,Tuesday
2774,20050413,Open,Wednesday
2775,20050414,Open,Thursday
2776,20050415,Open,Friday
2777,20050418,Open,Monday
2778,20050419,Open,Tuesday
2779,20050420,Open,Wednesday
2780,20050422,Open,Friday
2781,20050425,Open,Monday
2782,20050426,Open,Tuesday
2783,20050427,Open,Wednesday
2784,20050428,Open,Thursday
2785,20050429,Open,Friday
2786,20050503,Open,Tuesday
2787,20050504,Open,Wednesday
2788,20050505,Open,Thursday
2789,20050506,Open,Friday
2790,20050509,Open,Monday
2791,20050510,Open,Tuesday
2792,20050511,Open,Wednesday
2793,20050512,Open,Thursday
2794,20050513,Open,Friday
2795,20050516,Open,Monday
2796,20050517,Open,Tuesday
2797,20050518,Open,Wednesday
2798,20050519,Open,Thursday
2799,20050520,Open,Friday
2800,20050524,Open,Tuesday
2801,20050525,Open,Wednesday
2802,20050526,Open,Thursday
2803,20050527,Open,Friday
2804,20050530,Open,Monday
2805,20050531,Open,Tuesday
2806,20050601,Open,Wednesday
2807,20050602,Open,Thursday
2808,20050603,Open,Friday
2809,20050606,Open,Monday
2810,20050607,Open,Tuesday
2811,20050608,Open,Wednesday
2812,20050609,Open,Thursday
2813,20050610,Open,Friday
2814,20050613,Open,Monday
2815,20050614,Open,Tuesday
2816,20050615,Open,Wednesday
2817,20050616,Open,Thursday
2818,20050617,Open,Friday
2819,20050620,Open,Monday
2820,20050621,Open,Tuesday
2821,20050622,Open,Wednesday
2822,20050623,Open,Thursday
2823,20050624,Open,Friday
2824,20050627,Open,Monday
2825,20050628,Open,Tuesday
2826,20050629,Open,Wednesday
2827,20050630,Open,Thursday
2828,20050701,Open,Friday
2829,20050704,Open,Monday
2830,20050705,Open,Tuesday
2831,20050706,Open,Wednesday
2832,20050707,Open,Thursday
2833,20050708,Open,Friday
2834,20050711,Open,Monday
2835,20050712,Open,Tuesday
2836,20050713,Open,Wednesday
2837,20050714,Open,Thursday
2838,20050715,Open,Friday
2839,20050718,Open,Monday
2840,20050719,Open,Tuesday
2841,20050720,Open,Wednesday
2842,20050721,Open,Thursday
2843,20050722,Open,Friday
2844,20050725,Open,Monday
2845,20050726,Open,Tuesday
2846,20050727,Open,Wednesday
2847,20050728,Open,Thursday
2848,20050729,Open,Friday
2849,20050801,Open,Monday
2850,20050802,Open,Tuesday
2851,20050803,Open,Wednesday
2852,20050804,Open,Thursday
2853,20050805,Open,Friday
2854,20050808,Open,Monday
2855,20050809,Open,Tuesday
2856,20050810,Open,Wednesday
2857,20050811,Open,Thursday
2858,20050812,Open,Friday
2859,20050815,Open,Monday
