Unnamed: 0,Buy,BuyVolume,Change,ChangePercentage,Close,Code,Company,Date,High,LACP,Low,Market,Open,Remark,Sector,Sell,SellVolume,Time,Volume,BursaURL
19,0.410,"1,040",-0.005,-1.20,0.410,'7609,AJIYA BERHAD,24 Oct 2019,0.415,0.415,0.410,MAIN MARKET,0.415,s,INDUSTRIAL PRODUCTS & SERVICES,0.415,380,05:00PM,"3,560",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
20,1.460,165,-,-,1.460,'5116,AL-`AQAR HEALTHCARE REIT,24 Oct 2019,1.460,1.46,1.460,MAIN MARKET,1.460,s,REAL ESTATE INVESTMENT TRUSTS,1.500,4,05:00PM,102,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
21,0.870,81,0.030,+3.45,0.900,'5269,AL-SALAM REAL ESTATE INVESTMENT TRUST,24 Oct 2019,0.900,0.87,0.870,MAIN MARKET,0.870,s,REAL ESTATE INVESTMENT TRUSTS,0.900,130,05:00PM,14,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
22,0.100,"4,015",-,-,0.100,'5115,ALAM MARITIM RESOURCES BERHAD,24 Oct 2019,0.105,0.1,0.095,MAIN MARKET,0.100,s,ENERGY,0.105,"46,661",05:00PM,"193,885",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
23,0.440,140,-,-,-,'2674,ALCOM GROUP BERHAD,24 Oct 2019,-,0.44,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,0.450,400,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
24,2.730,"1,652",-0.030,-1.08,2.740,'2488,ALLIANCE BANK MALAYSIA BERHAD,24 Oct 2019,2.800,2.77,2.720,MAIN MARKET,2.800,s,FINANCIAL SERVICES,2.740,"9,319",05:00PM,"41,280",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
25,13.760,24,-,-,13.800,'1163,ALLIANZ MALAYSIA BERHAD,24 Oct 2019,13.820,13.8,13.780,MAIN MARKET,13.800,s,FINANCIAL SERVICES,13.800,28,05:00PM,108,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
26,0.230,25,-,-,0.250,'2682,AMALGAMATED INDUSTRIAL STEEL BERHAD,24 Oct 2019,0.250,0.25,0.225,MAIN MARKET,0.230,s,INDUSTRIAL PRODUCTS & SERVICES,0.250,417,05:00PM,633,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
27,0.770,100,-,-,0.795,'4952,AMANAH HARTA TANAH PNB,24 Oct 2019,0.795,0.795,0.795,MAIN MARKET,0.795,s,REAL ESTATE INVESTMENT TRUSTS,0.795,645,05:00PM,5,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
28,0.755,"1,069",-0.005,-0.66,0.755,'5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,24 Oct 2019,0.760,0.76,0.755,MAIN MARKET,0.760,s,REAL ESTATE INVESTMENT TRUSTS,0.760,349,05:00PM,"4,784",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
29,0.480,436,0.005,+1.05,0.480,'1007,AMCORP PROPERTIES BERHAD,24 Oct 2019,0.490,0.475,0.475,MAIN MARKET,0.475,s,PROPERTY,0.490,276,05:00PM,144,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
30,1.620,"3,134",0.020,+1.25,1.620,'5293,AME ELITE CONSORTIUM BERHAD,24 Oct 2019,1.650,1.6,1.610,MAIN MARKET,1.620,s,CONSTRUCTION,1.630,751,05:00PM,"13,881",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
31,0.480,"3,085",-,-,0.485,'5120,AMFIRST REAL ESTATE INVESTMENT TRUST,24 Oct 2019,0.485,0.485,0.480,MAIN MARKET,0.485,s,REAL ESTATE INVESTMENT TRUSTS,0.485,775,05:00PM,"2,485",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
32,3.930,976,-0.040,-1.01,3.930,'1015,AMMB HOLDINGS BERHAD,24 Oct 2019,3.990,3.97,3.910,MAIN MARKET,3.950,s,FINANCIAL SERVICES,3.940,565,05:00PM,"19,093",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
33,0.615,200,-,-,0.615,'7031,AMTEL HOLDINGS BERHAD,24 Oct 2019,0.615,0.615,0.615,MAIN MARKET,0.615,s,TELECOMMUNICATIONS & MEDIA,-,-,05:00PM,200,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
34,1.090,830,-0.030,-2.68,1.090,'5959,AMVERTON BERHAD,24 Oct 2019,1.090,1.12,1.090,MAIN MARKET,1.090,s,PROPERTY,1.130,10,05:00PM,"1,170",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
35,5.610,25,-,-,5.610,'6351,AMWAY (MALAYSIA) HOLDINGS BERHAD,24 Oct 2019,5.620,5.61,5.610,MAIN MARKET,5.610,s,CONSUMER PRODUCTS & SERVICES,5.620,10,05:00PM,118,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
36,1.100,110,-,-,-,'7083,ANALABS RESOURCES BERHAD,24 Oct 2019,-,1.1,-,MAIN MARKET,-,s,INDUSTRIAL PRODUCTS & SERVICES,1.180,"1,000",05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
37,0.480,50,-0.010,-2.04,0.480,'4758,ANCOM BERHAD,24 Oct 2019,0.490,0.49,0.480,MAIN MARKET,0.480,s,INDUSTRIAL PRODUCTS & SERVICES,0.485,100,05:00PM,753,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
38,1.120,665,-0.010,-0.88,1.130,'6556,ANN JOO RESOURCES BERHAD,24 Oct 2019,1.140,1.14,1.110,MAIN MARKET,1.140,s,INDUSTRIAL PRODUCTS & SERVICES,1.130,886,05:00PM,"4,423",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
39,0.015,"381,230",-0.005,-25.00,0.015,'9342,ANZO HOLDINGS BERHAD,24 Oct 2019,0.020,0.02,0.015,MAIN MARKET,0.020,s,INDUSTRIAL PRODUCTS & SERVICES,0.020,"24,060",05:00PM,"6,492",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
40,0.420,82,-0.010,-2.33,0.420,'5568,APB RESOURCES BERHAD,24 Oct 2019,0.420,0.43,0.415,MAIN MARKET,0.415,s,INDUSTRIAL PRODUCTS & SERVICES,0.430,100,05:00PM,768,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
41,0.805,130,0.010,+1.27,0.800,'5088,APEX EQUITY HOLDINGS BERHAD,24 Oct 2019,0.800,0.79,0.800,MAIN MARKET,0.800,s,FINANCIAL SERVICES,0.860,113,05:00PM,81,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
42,2.180,120,-,-,2.180,'7090,APEX HEALTHCARE BERHAD,24 Oct 2019,2.180,2.18,2.170,MAIN MARKET,2.170,s,HEALTH CARE,2.200,70,05:00PM,203,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
43,0.005,"485,239",-,-,-,'5194,APFT BERHAD,24 Oct 2019,-,0.01,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.010,"32,173",05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
44,2.010,3,-0.150,-6.94,2.010,'5015,APM AUTOMOTIVE HOLDINGS BERHAD,24 Oct 2019,2.150,2.16,2.000,MAIN MARKET,2.150,s,INDUSTRIAL PRODUCTS & SERVICES,2.050,13,05:00PM,"9,447",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
45,3.860,40,-,-,-,'6432,APOLLO FOOD HOLDINGS BERHAD,24 Oct 2019,-,3.9,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,3.950,10,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
46,0.335,790,-0.005,-1.47,0.335,'7181,ARB BERHAD,24 Oct 2019,0.345,0.34,0.330,MAIN MARKET,0.340,s,INDUSTRIAL PRODUCTS & SERVICES,0.340,"2,240",05:00PM,"47,410",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
47,0.240,100,-,-,-,'7007,ARK RESOURCES HOLDINGS BERHAD,24 Oct 2019,-,0.255,-,MAIN MARKET,-,s,PROPERTY,0.500,161,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
48,0.480,40,-,-,-,'7722,ASIA BRANDS BERHAD,24 Oct 2019,-,0.5,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,0.500,60,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
49,2.310,118,0.060,+2.58,2.390,'7129,ASIA FILE CORPORATION BHD,24 Oct 2019,2.390,2.33,2.330,MAIN MARKET,2.330,s,CONSUMER PRODUCTS & SERVICES,2.370,20,05:00PM,23,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
50,-,-,-,-,-,'0159,ASIA MEDIA GROUP BERHAD,24 Oct 2019,-,0.135,-,MAIN MARKET,-,Ss,TELECOMMUNICATIONS & MEDIA,-,-,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
51,0.115,"5,624",-,-,0.115,'4057,ASIAN PAC HOLDINGS BERHAD,24 Oct 2019,0.115,0.115,0.115,MAIN MARKET,0.115,s,PROPERTY,0.120,"13,464",05:00PM,920,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
52,0.665,100,-0.005,-0.74,0.670,'7162,ASTINO BERHAD,24 Oct 2019,0.670,0.675,0.670,MAIN MARKET,0.670,s,INDUSTRIAL PRODUCTS & SERVICES,0.680,60,05:00PM,140,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
53,0.110,640,-,-,-,'7054,ASTRAL ASIA BERHAD,24 Oct 2019,-,0.11,-,MAIN MARKET,-,s,PLANTATION,0.115,310,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
54,1.380,85,-0.010,-0.71,1.390,'6399,ASTRO MALAYSIA HOLDINGS BERHAD,24 Oct 2019,1.390,1.4,1.370,MAIN MARKET,1.380,s,TELECOMMUNICATIONS & MEDIA,1.390,366,05:00PM,"4,752",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
55,1.500,11,0.050,+3.33,1.550,'8176,ATA IMS BERHAD,24 Oct 2019,1.550,1.5,1.500,MAIN MARKET,1.550,s,INDUSTRIAL PRODUCTS & SERVICES,1.550,"3,935",05:00PM,414,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
56,4.070,10,-,-,-,'7048,ATLAN HOLDINGS BHD,24 Oct 2019,-,4.18,-,MAIN MARKET,-,s,CONSUMER PRODUCTS & SERVICES,4.170,15,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
57,1.050,686,-,-,1.050,'5130,ATRIUM REAL ESTATE INVESTMENT TRUST,24 Oct 2019,1.050,1.05,1.050,MAIN MARKET,1.050,s,REAL ESTATE INVESTMENT TRUSTS,1.060,528,05:00PM,116,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
58,0.390,730,-0.030,-7.14,0.390,'7099,ATTA GLOBAL GROUP BERHAD,24 Oct 2019,0.400,0.42,0.390,MAIN MARKET,0.400,s,INDUSTRIAL PRODUCTS & SERVICES,0.400,140,05:00PM,270,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
59,0.150,147,-,-,0.150,'8885,AVILLION BERHAD,24 Oct 2019,0.150,0.15,0.150,MAIN MARKET,0.150,s,CONSUMER PRODUCTS & SERVICES,0.155,"2,460",05:00PM,"1,913",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
60,0.605,64,-,-,0.605,'7579,AWC BERHAD,24 Oct 2019,0.610,0.605,0.600,MAIN MARKET,0.605,s,INDUSTRIAL PRODUCTS & SERVICES,0.610,"1,100",05:00PM,"3,406",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
61,4.280,888,0.040,+0.94,4.290,'6888,AXIATA GROUP BERHAD,24 Oct 2019,4.290,4.25,4.240,MAIN MARKET,4.250,s,TELECOMMUNICATIONS & MEDIA,4.290,"20,320",05:00PM,"20,189",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
62,1.790,"7,418",0.010,+0.56,1.800,'5106,AXIS REAL ESTATE INVESTMENT TRUST,24 Oct 2019,1.800,1.79,1.770,MAIN MARKET,1.790,s,REAL ESTATE INVESTMENT TRUSTS,1.800,"2,296",05:00PM,"51,400",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
63,3.900,10,-,-,-,'2305,AYER HOLDINGS BERHAD,24 Oct 2019,-,3.8,-,MAIN MARKET,-,s,PROPERTY,4.100,5,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
64,0.285,498,-,-,0.295,'5021,AYS VENTURES BERHAD,24 Oct 2019,0.295,0.295,0.285,MAIN MARKET,0.285,s,INDUSTRIAL PRODUCTS & SERVICES,0.290,100,05:00PM,576,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
65,0.300,100,0.010,+3.33,0.310,'7005,B.I.G. INDUSTRIES BERHAD,24 Oct 2019,0.320,0.3,0.310,MAIN MARKET,0.320,s,INDUSTRIAL PRODUCTS & SERVICES,0.330,131,05:00PM,492,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
66,0.025,"143,436",-0.005,-14.29,0.030,'7251,BARAKAH OFFSHORE PETROLEUM BERHAD,24 Oct 2019,0.035,0.035,0.030,MAIN MARKET,0.030,s,ENERGY,0.030,"3,160",05:00PM,"35,117",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
67,15.580,3,-0.020,-0.13,15.580,'1899,BATU KAWAN BERHAD,24 Oct 2019,15.700,15.6,15.580,MAIN MARKET,15.700,s,PLANTATION,15.700,20,05:00PM,18,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
68,0.245,200,-,-,-,'6602,BCB BERHAD,24 Oct 2019,-,0.26,-,MAIN MARKET,-,s,PROPERTY,0.260,200,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
69,0.140,104,-,-,0.145,'5190,BENALEC HOLDINGS BERHAD,24 Oct 2019,0.145,0.145,0.140,MAIN MARKET,0.145,s,CONSTRUCTION,0.145,"2,394",05:00PM,"3,836",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
70,0.295,"1,713",0.005,+1.67,0.305,'3239,BERJAYA ASSETS BERHAD,24 Oct 2019,0.305,0.3,0.295,MAIN MARKET,0.300,s,PROPERTY,0.305,"3,567",05:00PM,"1,248",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
71,0.235,"103,147",-,-,0.240,'3395,BERJAYA CORPORATION BERHAD,24 Oct 2019,0.240,0.24,0.235,MAIN MARKET,0.240,s,INDUSTRIAL PRODUCTS & SERVICES,0.240,"37,429",05:00PM,"37,072",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
72,1.520,66,0.040,+2.70,1.520,'5196,BERJAYA FOOD BERHAD,24 Oct 2019,1.530,1.48,1.520,MAIN MARKET,1.520,s,CONSUMER PRODUCTS & SERVICES,1.550,100,05:00PM,135,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
73,0.200,"4,573",0.010,+5.13,0.205,'4219,BERJAYA LAND BERHAD,24 Oct 2019,0.205,0.195,0.200,MAIN MARKET,0.200,s,CONSUMER PRODUCTS & SERVICES,0.205,"24,820",05:00PM,"12,312",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
74,0.200,97,-,-,-,'6025,BERJAYA MEDIA BERHAD,24 Oct 2019,-,0.205,-,MAIN MARKET,-,s,TELECOMMUNICATIONS & MEDIA,0.280,20,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
75,2.600,400,0.080,+3.10,2.660,'1562,BERJAYA SPORTS TOTO BERHAD,24 Oct 2019,2.660,2.58,2.590,MAIN MARKET,2.600,s,CONSUMER PRODUCTS & SERVICES,2.660,400,05:00PM,"12,223",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
76,2.250,926,0.060,+2.73,2.260,'5248,BERMAZ AUTO BERHAD,24 Oct 2019,2.260,2.2,2.210,MAIN MARKET,2.210,s,CONSUMER PRODUCTS & SERVICES,2.260,"1,241",05:00PM,"15,971",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
77,0.190,23,0.095,+51.35,0.280,'9814,BERTAM ALLIANCE BERHAD,24 Oct 2019,0.280,0.185,0.280,MAIN MARKET,0.280,s,PROPERTY,0.280,"1,553",05:00PM,12,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
78,4.020,176,-0.040,-0.98,4.060,'5258,BIMB HOLDINGS BERHAD,24 Oct 2019,4.100,4.1,4.020,MAIN MARKET,4.100,s,FINANCIAL SERVICES,4.060,"1,294",05:00PM,"14,331",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
79,0.335,221,-0.015,-4.23,0.340,'6173,BINA DARULAMAN BERHAD,24 Oct 2019,0.345,0.355,0.340,MAIN MARKET,0.345,s,PROPERTY,0.345,100,05:00PM,300,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
80,0.115,"15,487",-0.005,-4.00,0.120,'5932,BINA PURI HOLDINGS BHD,24 Oct 2019,0.120,0.125,0.120,MAIN MARKET,0.120,s,CONSTRUCTION,0.120,432,05:00PM,"5,608",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
81,0.115,"11,225",0.005,+4.35,0.120,'6998,BINTAI KINDEN CORPORATION BERHAD,24 Oct 2019,0.120,0.115,0.120,MAIN MARKET,0.120,s,INDUSTRIAL PRODUCTS & SERVICES,0.120,"1,215",05:00PM,"2,230",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
82,4.010,40,-,-,-,'5032,BINTULU PORT HOLDINGS BERHAD,24 Oct 2019,-,4.0,-,MAIN MARKET,-,s,TRANSPORTATION & LOGISTICS,4.100,30,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
83,5.300,10,-,-,-,'5069,BLD PLANTATION BHD.,24 Oct 2019,-,5.72,-,MAIN MARKET,-,s,PLANTATION,5.750,50,05:00PM,-,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
84,0.605,297,0.005,+0.83,0.610,'0168,BOILERMECH HOLDINGS BERHAD,24 Oct 2019,0.610,0.605,0.610,MAIN MARKET,0.610,s,INDUSTRIAL PRODUCTS & SERVICES,0.610,30,05:00PM,240,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
85,0.265,999,-,-,0.270,'9288,BONIA CORPORATION BERHAD,24 Oct 2019,0.270,0.27,0.265,MAIN MARKET,0.265,s,CONSUMER PRODUCTS & SERVICES,0.270,"1,831",05:00PM,410,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
86,0.040,"1,207,419",-,-,0.045,'7036,BORNEO OIL BERHAD,24 Oct 2019,0.045,0.045,0.040,MAIN MARKET,0.040,s,INDUSTRIAL PRODUCTS & SERVICES,0.045,"139,247",05:00PM,"6,211",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
87,1.230,56,-0.010,-0.78,1.270,'8133,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,24 Oct 2019,1.270,1.28,1.230,MAIN MARKET,1.230,s,TRANSPORTATION & LOGISTICS,1.270,6,05:00PM,114,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
88,0.955,12,0.005,+0.52,0.960,'2771,BOUSTEAD HOLDINGS BERHAD,24 Oct 2019,0.960,0.955,0.950,MAIN MARKET,0.960,s,INDUSTRIAL PRODUCTS & SERVICES,0.960,978,05:00PM,"6,787",http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
