Unnamed: 0,Market,Sector,Code,Change,ChangePercentage,Volume,BuyVolume,Buy,Sell,SellVolume,LACP,Open,High,Low,Remark,Date,Time,Close,Company,BursaURL
18,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'2658,-0.02,-0.13,149,11,15.66,15.7,82,15.72,15.74,15.74,15.68,s,18-Oct-19,05:00PM,15.7,AJINOMOTO (MALAYSIA) BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2658
19,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7609,-0.005,-1.22,"1,802",698,0.405,0.42,36,0.41,0.415,0.415,0.405,s,18-Oct-19,05:00PM,0.405,AJIYA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7609
20,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5116,-,-,16,61,1.46,1.47,1,1.46,1.46,1.46,1.46,s,18-Oct-19,05:00PM,1.46,AL-`AQAR HEALTHCARE REIT,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5116
21,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5269,-0.005,-0.57,85,206,0.86,0.865,5,0.87,0.87,0.87,0.865,s,18-Oct-19,05:00PM,0.865,AL-SALAM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5269
22,MAIN MARKET,ENERGY,'5115,-,-,"13,246","37,519",0.09,0.095,"42,347",0.09,0.095,0.095,0.09,s,18-Oct-19,05:00PM,0.09,ALAM MARITIM RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5115
23,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2674,-,-,-,40,0.44,0.46,30,0.445,-,-,-,s,18-Oct-19,05:00PM,-,ALCOM GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2674
24,MAIN MARKET,FINANCIAL SERVICES,'2488,0.08,2.8,"77,988",210,2.91,2.94,"1,096",2.86,2.86,2.94,2.86,s,18-Oct-19,05:00PM,2.94,ALLIANCE BANK MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2488
25,MAIN MARKET,FINANCIAL SERVICES,'1163,-0.1,-0.72,604,199,13.8,13.86,165,13.9,13.9,13.92,13.8,s,18-Oct-19,05:00PM,13.8,ALLIANZ MALAYSIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1163
26,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2682,0.025,11.11,1,20,0.23,0.245,30,0.225,0.25,0.25,0.25,s,18-Oct-19,05:00PM,0.25,AMALGAMATED INDUSTRIAL STEEL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2682
27,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'4952,-0.015,-1.94,"1,182",103,0.76,0.795,689,0.775,0.775,0.775,0.75,s,18-Oct-19,05:00PM,0.76,AMANAH HARTA TANAH PNB,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4952
28,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5127,-,-,"1,306","1,229",0.765,0.77,50,0.77,0.77,0.77,0.77,s,18-Oct-19,05:00PM,0.77,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5127
29,MAIN MARKET,PROPERTY,'1007,0.005,1.04,101,300,0.48,0.485,14,0.48,0.48,0.485,0.48,s,18-Oct-19,05:00PM,0.485,AMCORP PROPERTIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1007
30,MAIN MARKET,CONSTRUCTION,'5293,-0.04,-2.42,"23,708",531,1.6,1.61,"1,865",1.65,1.65,1.67,1.6,s,18-Oct-19,05:00PM,1.61,AME ELITE CONSORTIUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5293
31,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5120,-0.005,-1.02,"4,206",78,0.485,0.49,"2,244",0.49,0.49,0.49,0.48,s,18-Oct-19,05:00PM,0.485,AMFIRST REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5120
32,MAIN MARKET,FINANCIAL SERVICES,'1015,0.07,1.77,"40,777",350,3.98,4.02,582,3.95,3.9,4.02,3.88,s,18-Oct-19,05:00PM,4.02,AMMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1015
33,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'7031,-,-,-,151,0.615,0.9,30,0.615,-,-,-,s,18-Oct-19,05:00PM,-,AMTEL HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7031
34,MAIN MARKET,PROPERTY,'5959,-,-,-,190,1.04,1.12,40,1.09,-,-,-,s,18-Oct-19,05:00PM,-,AMVERTON BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5959
35,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6351,-0.2,-3.44,"1,017",74,5.62,5.64,8,5.82,5.63,5.69,5.62,s,18-Oct-19,05:00PM,5.62,AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6351
36,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7083,-,-,-,140,1.1,1.25,220,1.1,-,-,-,s,18-Oct-19,05:00PM,-,ANALABS RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7083
37,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'4758,0.005,1.01,799,200,0.495,0.5,430,0.495,0.485,0.5,0.485,s,18-Oct-19,05:00PM,0.5,ANCOM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4758
38,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6556,-0.02,-1.75,"1,524","1,835",1.12,1.15,389,1.14,1.14,1.14,1.12,s,18-Oct-19,05:00PM,1.12,ANN JOO RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6556
39,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'9342,-,-,"24,555","19,286",0.02,0.025,"266,522",0.02,0.02,0.02,0.02,s,18-Oct-19,05:00PM,0.02,ANZO HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9342
40,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5568,0.015,3.45,331,80,0.45,0.48,60,0.435,0.425,0.45,0.425,s,18-Oct-19,05:00PM,0.45,APB RESOURCES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5568
41,MAIN MARKET,FINANCIAL SERVICES,'5088,-,-,-,1,0.805,0.85,50,0.8,-,-,-,s,18-Oct-19,05:00PM,-,APEX EQUITY HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5088
42,MAIN MARKET,HEALTH CARE,'7090,-,-,346,9,2.21,2.22,230,2.21,2.22,2.22,2.21,s,18-Oct-19,05:00PM,2.21,APEX HEALTHCARE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7090
43,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5194,-,-,-,"488,688",0.005,0.01,"44,393",0.01,-,-,-,s,18-Oct-19,05:00PM,-,APFT BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5194
44,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5015,-0.02,-0.88,998,180,2.25,2.26,40,2.28,2.26,2.27,2.25,s,18-Oct-19,05:00PM,2.26,APM AUTOMOTIVE HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5015
45,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'6432,-0.01,-0.26,5,29,3.89,3.92,2,3.89,3.88,3.88,3.88,s,18-Oct-19,05:00PM,3.88,APOLLO FOOD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6432
46,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7181,-0.015,-4.11,"68,208",96,0.35,0.355,"4,017",0.365,0.365,0.365,0.345,s,18-Oct-19,05:00PM,0.35,ARB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7181
47,MAIN MARKET,PROPERTY,'7007,-,-,-,100,0.25,0.5,161,0.255,-,-,-,s,18-Oct-19,05:00PM,-,ARK RESOURCES HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7007
48,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7722,-,-,-,20,0.48,0.5,125,0.52,-,-,-,s,18-Oct-19,05:00PM,-,ASIA BRANDS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7722
49,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7129,-,-,-,30,2.34,2.38,37,2.38,-,-,-,s,18-Oct-19,05:00PM,-,ASIA FILE CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7129
50,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'0159,-,-,-,-,-,-,-,0.135,-,-,-,Ss,18-Oct-19,05:00PM,-,ASIA MEDIA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0159
51,MAIN MARKET,PROPERTY,'4057,-,-,"4,680","2,720",0.115,0.12,"14,504",0.115,0.115,0.115,0.115,s,18-Oct-19,05:00PM,0.115,ASIAN PAC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4057
52,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7162,-0.01,-1.42,380,50,0.69,0.71,335,0.705,0.7,0.7,0.695,s,18-Oct-19,05:00PM,0.695,ASTINO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7162
53,MAIN MARKET,PLANTATION,'7054,0.005,4.55,20,280,0.115,0.12,"1,799",0.11,0.115,0.115,0.115,s,18-Oct-19,05:00PM,0.115,ASTRAL ASIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7054
54,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6399,-0.02,-1.5,"119,336","8,398",1.31,1.32,950,1.33,1.34,1.35,1.3,s,18-Oct-19,05:00PM,1.31,ASTRO MALAYSIA HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6399
55,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'8176,0.02,1.32,"1,351",197,1.53,1.54,"3,280",1.52,1.54,1.55,1.53,s,18-Oct-19,05:00PM,1.54,ATA IMS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8176
56,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'7048,-,-,-,10,4.07,4.17,15,4.18,-,-,-,s,18-Oct-19,05:00PM,-,ATLAN HOLDINGS BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7048
57,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5130,-,-,376,995,1.05,1.06,590,1.05,1.05,1.05,1.05,s,18-Oct-19,05:00PM,1.05,ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5130
58,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7099,-0.005,-1.23,500,100,0.405,0.42,160,0.405,0.405,0.405,0.4,s,18-Oct-19,05:00PM,0.4,ATTA GLOBAL GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7099
59,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'8885,0.025,19.23,"35,430",675,0.15,0.155,679,0.13,0.13,0.16,0.13,s,18-Oct-19,05:00PM,0.155,AVILLION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8885
60,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7579,-,-,"3,145",300,0.605,0.61,959,0.61,0.605,0.61,0.6,s,18-Oct-19,05:00PM,0.61,AWC BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7579
61,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6888,-0.05,-1.17,"13,558",81,4.22,4.23,364,4.27,4.27,4.28,4.21,s,18-Oct-19,05:00PM,4.22,AXIATA GROUP BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6888
62,MAIN MARKET,REAL ESTATE INVESTMENT TRUSTS,'5106,0.02,1.12,"23,937",11,1.79,1.8,"1,502",1.78,1.78,1.81,1.78,s,18-Oct-19,05:00PM,1.8,AXIS REAL ESTATE INVESTMENT TRUST,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5106
63,MAIN MARKET,PROPERTY,'2305,-,-,-,10,3.63,4.1,5,4.0,-,-,-,s,18-Oct-19,05:00PM,-,AYER HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2305
64,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'5021,0.01,3.51,358,233,0.29,0.295,49,0.285,0.29,0.295,0.29,s,18-Oct-19,05:00PM,0.295,AYS VENTURES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5021
65,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7005,-,-,25,100,0.29,0.39,200,0.3,0.3,0.3,0.3,s,18-Oct-19,05:00PM,0.3,B.I.G. INDUSTRIES BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7005
66,MAIN MARKET,ENERGY,'7251,-0.005,-14.29,"7,580","30,324",0.03,0.035,"186,682",0.035,0.03,0.03,0.03,s,18-Oct-19,05:00PM,0.03,BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7251
67,MAIN MARKET,PLANTATION,'1899,-0.1,-0.64,90,8,15.5,15.7,5,15.66,15.6,15.6,15.56,s,18-Oct-19,05:00PM,15.56,BATU KAWAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1899
68,MAIN MARKET,PROPERTY,'6602,0.005,1.92,200,100,0.24,0.265,530,0.26,0.25,0.265,0.25,s,18-Oct-19,05:00PM,0.265,BCB BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6602
69,MAIN MARKET,CONSTRUCTION,'5190,-,-,"5,560","7,533",0.135,0.145,"6,519",0.145,0.145,0.145,0.14,s,18-Oct-19,05:00PM,0.145,BENALEC HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5190
70,MAIN MARKET,PROPERTY,'3239,-,-,"1,106","1,850",0.295,0.305,961,0.305,0.3,0.305,0.3,s,18-Oct-19,05:00PM,0.305,BERJAYA ASSETS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3239
71,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'3395,-,-,"20,774","83,973",0.235,0.24,"41,341",0.24,0.24,0.24,0.235,s,18-Oct-19,05:00PM,0.24,BERJAYA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=3395
72,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5196,0.02,1.37,"3,169",14,1.48,1.49,230,1.46,1.44,1.48,1.43,s,18-Oct-19,05:00PM,1.48,BERJAYA FOOD BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5196
73,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'4219,-0.005,-2.5,"8,505","22,660",0.195,0.2,"18,574",0.2,0.2,0.2,0.195,s,18-Oct-19,05:00PM,0.195,BERJAYA LAND BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=4219
74,MAIN MARKET,TELECOMMUNICATIONS & MEDIA,'6025,-0.02,-7.41,759,1,0.25,0.3,60,0.27,0.245,0.25,0.245,s,18-Oct-19,05:00PM,0.25,BERJAYA MEDIA BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6025
75,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'1562,-,-,"23,838","1,779",2.55,2.59,100,2.55,2.54,2.6,2.52,s,18-Oct-19,05:00PM,2.55,BERJAYA SPORTS TOTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=1562
76,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'5248,-0.02,-0.89,"49,353","1,151",2.21,2.23,"1,567",2.25,2.26,2.27,2.2,s,18-Oct-19,05:00PM,2.23,BERMAZ AUTO BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5248
77,MAIN MARKET,PROPERTY,'9814,-,-,-,100,0.155,0.185,16,0.185,-,-,-,s,18-Oct-19,05:00PM,-,BERTAM ALLIANCE BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9814
78,MAIN MARKET,FINANCIAL SERVICES,'5258,-,-,"44,082",1,4.17,4.2,805,4.2,4.2,4.24,4.15,s,18-Oct-19,05:00PM,4.2,BIMB HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5258
79,MAIN MARKET,PROPERTY,'6173,-,-,-,808,0.335,0.36,40,0.335,-,-,-,s,18-Oct-19,05:00PM,-,BINA DARULAMAN BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6173
80,MAIN MARKET,CONSTRUCTION,'5932,-,-,"11,860","21,190",0.115,0.12,30,0.12,0.12,0.12,0.12,s,18-Oct-19,05:00PM,0.12,BINA PURI HOLDINGS BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5932
81,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'6998,0.01,8.7,72,"11,406",0.115,0.125,"7,471",0.115,0.12,0.125,0.12,s,18-Oct-19,05:00PM,0.125,BINTAI KINDEN CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=6998
82,MAIN MARKET,TRANSPORTATION & LOGISTICS,'5032,0.04,1.01,30,100,3.98,4,2,3.96,3.98,4,3.98,s,18-Oct-19,05:00PM,4,BINTULU PORT HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5032
83,MAIN MARKET,PLANTATION,'5069,-,-,-,10,5.3,5.75,50,5.72,-,-,-,s,18-Oct-19,05:00PM,-,BLD PLANTATION BHD.,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=5069
84,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'0168,-0.01,-1.61,605,55,0.61,0.62,150,0.62,0.61,0.615,0.605,s,18-Oct-19,05:00PM,0.61,BOILERMECH HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=0168
85,MAIN MARKET,CONSUMER PRODUCTS & SERVICES,'9288,-0.005,-2.04,507,"2,561",0.24,0.25,"1,120",0.245,0.24,0.24,0.24,s,18-Oct-19,05:00PM,0.24,BONIA CORPORATION BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=9288
86,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'7036,-,-,"36,484","1,172,727",0.04,0.045,"123,540",0.045,0.045,0.045,0.04,s,18-Oct-19,05:00PM,0.045,BORNEO OIL BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=7036
87,MAIN MARKET,TRANSPORTATION & LOGISTICS,'8133,-,-,13,50,1.2,1.25,63,1.25,1.25,1.25,1.25,s,18-Oct-19,05:00PM,1.25,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=8133
88,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES,'2771,-0.01,-1.02,"4,241",127,0.97,0.975,42,0.98,0.98,0.985,0.97,s,18-Oct-19,05:00PM,0.97,BOUSTEAD HOLDINGS BERHAD,http://www.bursamalaysia.com/market/listed-companies/list-of-companies/plc-profile.html?stock_code=2771
